,Unnamed: 0,Unnamed: 0.1,file,text,start,end,type,act,scene,sd_subtype,speaker,speaker_id,speech_number,gender,pre1_tag_type,genre,subgenre,date,pre1_base_polarity,pre1_main_emotion_class
1160,1160,1160,GerDracor/stephanie-die-entfuehrung-aus-dem-serail.xml,"Die Vorigen, Bassa Selim, Osmin voll Freuden und Gefolge.",0,57,stage_direction,3,9,pre_speech,,,,,joy,K,,1782.0,positive,emotions of pleasure
1161,1161,1161,GerDracor/stephanie-die-entfuehrung-aus-dem-serail.xml,Nun Sklave!,0,11,character_speech,3,9,,SELIM.,#selim,405.0,MALE,no_annotation,K,,1782.0,no_annotation,no_annotation
1162,1162,1162,GerDracor/stephanie-die-entfuehrung-aus-dem-serail.xml,elender Sklave!,12,27,character_speech,3,9,,SELIM.,#selim,405.0,MALE,suffering,K,,1782.0,negative,emotions of suffering and empathy
1163,1163,1163,GerDracor/stephanie-die-entfuehrung-aus-dem-serail.xml,zitterst du?,28,40,character_speech,3,9,,SELIM.,#selim,405.0,MALE,fear,K,,1782.0,negative,emotions of anxiety
1164,1164,1164,GerDracor/stephanie-die-entfuehrung-aus-dem-serail.xml,erwartest du dein Urtheil?,41,67,character_speech,3,9,,SELIM.,#selim,405.0,MALE,no_annotation,K,,1782.0,no_annotation,no_annotation
1165,1165,1165,GerDracor/stephanie-die-entfuehrung-aus-dem-serail.xml,"Ja Bassa mit so vieler Kaltblütigkeit, als Hitze du es aussprechen kannst.",0,74,character_speech,3,9,,BELMONTE.,#belmonte,406.0,MALE,anger,K,,1782.0,negative,emotions of rejection
1166,1166,1166,GerDracor/stephanie-die-entfuehrung-aus-dem-serail.xml,"Kühle
              deine Rache an mir, tilge das Unrecht, so mein Vater dir angethan; – – ich erwarte
              alles, und tadle dich nicht.",75,220,character_speech,3,9,,BELMONTE.,#belmonte,406.0,MALE,abhorrence,K,,1782.0,negative,emotions of rejection
1167,1167,1167,GerDracor/stephanie-die-entfuehrung-aus-dem-serail.xml,"Es muß also wohl deinem Geschlechte ganz eigen seyn Ungerechtigkeiten zu begehen,
              weil du das für so ausgemacht annimmst?",0,135,character_speech,3,9,,SELIM.,#selim,407.0,MALE,anger,K,,1782.0,negative,emotions of rejection
1168,1168,1168,GerDracor/stephanie-die-entfuehrung-aus-dem-serail.xml,Du betrügst dich.,136,153,character_speech,3,9,,SELIM.,#selim,407.0,MALE,no_annotation,K,,1782.0,no_annotation,no_annotation
1169,1169,1169,GerDracor/stephanie-die-entfuehrung-aus-dem-serail.xml,"Ich habe deinen Vater viel
              zu sehr verabscheut, als daß ich je in seine Fußtapfen treten könnte.",154,264,character_speech,3,9,,SELIM.,#selim,407.0,MALE,abhorrence,K,,1782.0,negative,emotions of rejection
1170,1170,1170,GerDracor/stephanie-die-entfuehrung-aus-dem-serail.xml,"Nimm deine
              Freyheit, nimm Konstanzen, seegle in dein Vaterland, sage deinem Vater, daß du in
              meiner Gewalt warst, daß ich dich frey gelassen, um ihm sagen zu können, es wäre ein
              weit grösser Vergnügen eine erlittene Ungerechtigkeit durch Wohlthaten zu vergelten,
              als Laster mit Lastern tilgen.",265,614,character_speech,3,9,,SELIM.,#selim,407.0,MALE,joy,K,,1782.0,positive,emotions of pleasure
1171,1171,1171,GerDracor/stephanie-die-entfuehrung-aus-dem-serail.xml,Belmonte.,0,9,character_speech,3,9,,SELIM.,#selim,407.0,MALE,no_annotation,K,,1782.0,no_annotation,no_annotation
1172,1172,1172,GerDracor/stephanie-die-entfuehrung-aus-dem-serail.xml,Herr!,10,15,character_speech,3,9,,SELIM.,#selim,407.0,MALE,anger,K,,1782.0,negative,emotions of rejection
1173,1173,1173,GerDracor/stephanie-die-entfuehrung-aus-dem-serail.xml,... du setzest mich in Erstaunen ...,16,52,character_speech,3,9,,SELIM.,#selim,407.0,MALE,being moved,K,,1782.0,being moved,being moved
1174,1174,1174,GerDracor/stephanie-die-entfuehrung-aus-dem-serail.xml,ihn verächtlich ansehend.,0,25,stage_direction,3,9,speech_part,,#selim,408.0,MALE,anger,K,,1782.0,negative,emotions of rejection
1175,1175,1175,GerDracor/stephanie-die-entfuehrung-aus-dem-serail.xml,Das glaub ich.,0,14,character_speech,3,9,,SELIM,#selim,408.0,MALE,no_annotation,K,,1782.0,no_annotation,no_annotation
1176,1176,1176,GerDracor/stephanie-die-entfuehrung-aus-dem-serail.xml,"Zieh damit hin und werde du wenigstens menschlicher, als dein Vater,
              so ist meine Handlung belohnt.",15,128,character_speech,3,9,,SELIM,#selim,408.0,MALE,no_annotation,K,,1782.0,no_annotation,no_annotation
1177,1177,1177,GerDracor/stephanie-die-entfuehrung-aus-dem-serail.xml,Herr!,0,5,character_speech,3,9,,KONSTANZE.,#konstanze,409.0,FEMALE,anger,K,,1782.0,negative,emotions of rejection
1178,1178,1178,GerDracor/stephanie-die-entfuehrung-aus-dem-serail.xml,vergieb!,6,14,character_speech,3,9,,KONSTANZE.,#konstanze,409.0,FEMALE,no_annotation,K,,1782.0,no_annotation,no_annotation
1179,1179,1179,GerDracor/stephanie-die-entfuehrung-aus-dem-serail.xml,"Ich schätzte bisher deine edle Seele, aber nun bewundre ich ...",15,78,character_speech,3,9,,KONSTANZE.,#konstanze,409.0,FEMALE,"admiration, reverence",K,,1782.0,positive,emotions of affection
1180,1180,1180,GerDracor/stephanie-die-entfuehrung-aus-dem-serail.xml,Still!,0,6,character_speech,3,9,,SELIM.,#selim,410.0,MALE,anger,K,,1782.0,negative,emotions of rejection
1181,1181,1181,GerDracor/stephanie-die-entfuehrung-aus-dem-serail.xml,"Ich wünsche für die Falschheit, so Sie an mir begangen, daß Sie es nie bereuen
              möchten, mein Herz ausgeschlagen zu haben.",7,142,character_speech,3,9,,SELIM.,#selim,410.0,MALE,suffering,K,,1782.0,negative,emotions of suffering and empathy
1182,1182,1182,GerDracor/stephanie-die-entfuehrung-aus-dem-serail.xml,Im Begriff abzugehen.,0,21,stage_direction,3,9,inner_speech,,#selim,410.0,MALE,no_annotation,K,,1782.0,no_annotation,no_annotation
1183,1183,1183,GerDracor/stephanie-die-entfuehrung-aus-dem-serail.xml,tritt ihm in Weg und fällt ihm zu Füßen.,0,40,stage_direction,3,9,speech_part,,#pedrillo,411.0,MALE,no_annotation,K,,1782.0,no_annotation,no_annotation
