,Unnamed: 0,Unnamed: 0.1,file,text,start,end,type,act,scene,sd_subtype,speaker,speaker_id,speech_number,gender,pre1_tag_type,genre,subgenre,date,pre1_base_polarity,pre1_main_emotion_class
1212,1212,1212,GerDracor/lessing-der-misogyn.xml,Lelio oder Hilaria.,0,19,stage_direction,3,9,pre_speech,,,,,no_annotation,K,,1748.0,no_annotation,no_annotation
1213,1213,1213,GerDracor/lessing-der-misogyn.xml,Lisette.,20,28,stage_direction,3,9,pre_speech,,,,,no_annotation,K,,1748.0,no_annotation,no_annotation
1214,1214,1214,GerDracor/lessing-der-misogyn.xml,Wumshäter.,29,39,stage_direction,3,9,pre_speech,,,,,no_annotation,K,,1748.0,no_annotation,no_annotation
1215,1215,1215,GerDracor/lessing-der-misogyn.xml,Valer.,40,46,stage_direction,3,9,pre_speech,,,,,no_annotation,K,,1748.0,no_annotation,no_annotation
1216,1216,1216,GerDracor/lessing-der-misogyn.xml,Laura.,47,53,stage_direction,3,9,pre_speech,,,,,no_annotation,K,,1748.0,no_annotation,no_annotation
1217,1217,1217,GerDracor/lessing-der-misogyn.xml,Leander.,54,62,stage_direction,3,9,pre_speech,,,,,no_annotation,K,,1748.0,no_annotation,no_annotation
1218,1218,1218,GerDracor/lessing-der-misogyn.xml,"in einer halb männlichen und halb weiblichen Kleidung, welche von dem Geschmacke
              der Schauspielerin abhängen wird.",0,128,stage_direction,3,9,speech_part,,#hilaria_als_lelio,448.0,FEMALE,no_annotation,K,,1748.0,no_annotation,no_annotation
1219,1219,1219,GerDracor/lessing-der-misogyn.xml,"Mein Herr, Sie haben den Lelio und die Hilaria beide zugleich zu sehen verlangt.",0,80,character_speech,3,9,,LELIO,#hilaria_als_lelio,448.0,FEMALE,no_annotation,K,,1748.0,no_annotation,no_annotation
1220,1220,1220,GerDracor/lessing-der-misogyn.xml,Nun?,0,4,character_speech,3,9,,WUMSHÄTER.,#wumshaeter,449.0,MALE,no_annotation,K,,1748.0,no_annotation,no_annotation
1221,1221,1221,GerDracor/lessing-der-misogyn.xml,"– Ich weiß nicht, was mir ahndet.",5,38,character_speech,3,9,,WUMSHÄTER.,#wumshaeter,449.0,MALE,no_annotation,K,,1748.0,no_annotation,no_annotation
1222,1222,1222,GerDracor/lessing-der-misogyn.xml,Hier sind sie beide.,0,20,character_speech,3,9,,LELIO.,#hilaria_als_lelio,450.0,FEMALE,no_annotation,K,,1748.0,no_annotation,no_annotation
1223,1223,1223,GerDracor/lessing-der-misogyn.xml,Was?,0,4,character_speech,3,9,,WUMSHÄTER.,#wumshaeter,451.0,MALE,no_annotation,K,,1748.0,no_annotation,no_annotation
1224,1224,1224,GerDracor/lessing-der-misogyn.xml,"Ja, mein Herr, hier sind sie beide; und Sie waren gefangen.",0,59,character_speech,3,9,,LISETTE.,#lisette,452.0,FEMALE,no_annotation,K,,1748.0,no_annotation,no_annotation
1225,1225,1225,GerDracor/lessing-der-misogyn.xml,"Was, ich gefangen?",0,18,character_speech,3,9,,WUMSHÄTER.,#wumshaeter,453.0,MALE,being moved,K,,1748.0,being moved,being moved
1226,1226,1226,GerDracor/lessing-der-misogyn.xml,sachte zur Laura.,0,17,stage_direction,3,9,speech_part,,#lisette,454.0,FEMALE,no_annotation,K,,1748.0,no_annotation,no_annotation
1227,1227,1227,GerDracor/lessing-der-misogyn.xml,Hatte ich nicht Recht?,0,22,character_speech,3,9,,LISETTE,#lisette,454.0,FEMALE,no_annotation,K,,1748.0,no_annotation,no_annotation
1228,1228,1228,GerDracor/lessing-der-misogyn.xml,Mamsell?,23,31,character_speech,3,9,,LISETTE,#lisette,454.0,FEMALE,being moved,K,,1748.0,being moved,being moved
1229,1229,1229,GerDracor/lessing-der-misogyn.xml,Sie stutzen?,32,44,character_speech,3,9,,LISETTE,#lisette,454.0,FEMALE,being moved,K,,1748.0,being moved,being moved
1230,1230,1230,GerDracor/lessing-der-misogyn.xml,Ich gefangen?,0,13,character_speech,3,9,,WUMSHÄTER.,#wumshaeter,455.0,MALE,being moved,K,,1748.0,being moved,being moved
1231,1231,1231,GerDracor/lessing-der-misogyn.xml,Wie soll ich das verstehn?,14,40,character_speech,3,9,,WUMSHÄTER.,#wumshaeter,455.0,MALE,being moved,K,,1748.0,being moved,being moved
1232,1232,1232,GerDracor/lessing-der-misogyn.xml,"Sie werden die Gütigkeit haben, und es so verstehen, daß eben dieselbe Person nicht
              eine Hand breit größer sein kann, als sie wirklich ist.",0,153,character_speech,3,9,,LELIO.,#hilaria_als_lelio,456.0,FEMALE,no_annotation,K,,1748.0,no_annotation,no_annotation
1233,1233,1233,GerDracor/lessing-der-misogyn.xml,Nun?,0,4,character_speech,3,9,,WUMSHÄTER.,#wumshaeter,457.0,MALE,no_annotation,K,,1748.0,no_annotation,no_annotation
