,Unnamed: 0,Unnamed: 0.1,file,text,start,end,type,act,scene,sd_subtype,speaker,speaker_id,speech_number,gender,pre1_tag_type,pre1_base_polarity,pre1_main_emotion_class
556,556,556,GerDracor/kotzebue-maedchenfreundschaft.xml,Maulwurf (führt Hopsa beym Ohr herein).,0,39,stage_direction,1,14,pre_speech,,,,,no_annotation,no_annotation,no_annotation
557,557,557,GerDracor/kotzebue-maedchenfreundschaft.xml,Die Vorigen.,40,52,stage_direction,1,14,pre_speech,,,,,no_annotation,no_annotation,no_annotation
558,558,558,GerDracor/kotzebue-maedchenfreundschaft.xml,Madam!,0,6,character_speech,1,14,,Maulw.,#maulwurf,258.0,MALE,no_annotation,no_annotation,no_annotation
559,559,559,GerDracor/kotzebue-maedchenfreundschaft.xml,Madam!,7,13,character_speech,1,14,,Maulw.,#maulwurf,258.0,MALE,no_annotation,no_annotation,no_annotation
560,560,560,GerDracor/kotzebue-maedchenfreundschaft.xml,es sind keine Türken.,14,35,character_speech,1,14,,Maulw.,#maulwurf,258.0,MALE,no_annotation,no_annotation,no_annotation
561,561,561,GerDracor/kotzebue-maedchenfreundschaft.xml,"Soeben hab’ ich diesen Schelm erwischt, wie er
            meinen Wein aussoff.",36,115,character_speech,1,14,,Maulw.,#maulwurf,258.0,MALE,Schadenfreude,positive,emotions of pleasure
562,562,562,GerDracor/kotzebue-maedchenfreundschaft.xml,Aber so laß Sie dok nur los mein Ohr.,0,37,character_speech,1,14,,Hopsa.,#hopsa,259.0,MALE,anger,negative,emotions of rejection
563,563,563,GerDracor/kotzebue-maedchenfreundschaft.xml,Es ist der Musje Hopsa.,0,23,character_speech,1,14,,Maulw.,#maulwurf,260.0,MALE,no_annotation,no_annotation,no_annotation
564,564,564,GerDracor/kotzebue-maedchenfreundschaft.xml,(stellt sich verwundert.),0,25,stage_direction,1,14,speech_part,,#madam_braun,261.0,FEMALE,being moved,being moved,being moved
565,565,565,GerDracor/kotzebue-maedchenfreundschaft.xml,Was bedeutet das?,0,17,character_speech,1,14,,M. Braun.,#madam_braun,261.0,FEMALE,no_annotation,no_annotation,no_annotation
566,566,566,GerDracor/kotzebue-maedchenfreundschaft.xml,Ich bekenne die Schelmerey.,0,27,character_speech,1,14,,Rose.,#rose,262.0,MALE,no_annotation,no_annotation,no_annotation
567,567,567,GerDracor/kotzebue-maedchenfreundschaft.xml,"Ich bin kein Muselmann, sondern ein ehrlicher
            Deutscher.",28,96,character_speech,1,14,,Rose.,#rose,262.0,MALE,no_annotation,no_annotation,no_annotation
568,568,568,GerDracor/kotzebue-maedchenfreundschaft.xml,Himmel!,0,7,character_speech,1,14,,Len.,#lenore,263.0,FEMALE,being moved,being moved,being moved
569,569,569,GerDracor/kotzebue-maedchenfreundschaft.xml,Desto besser.,0,13,character_speech,1,14,,Nat.,#natalie,264.0,FEMALE,joy,positive,emotions of pleasure
570,570,570,GerDracor/kotzebue-maedchenfreundschaft.xml,Er hat sie nur für einen Narren gehalten.,0,41,character_speech,1,14,,Wilh.,#wilhelmine,265.0,FEMALE,anger,negative,emotions of rejection
571,571,571,GerDracor/kotzebue-maedchenfreundschaft.xml,Geliebte Lenore!,0,16,character_speech,1,14,,Rose.,#rose,266.0,MALE,love,positive,emotions of affection
572,572,572,GerDracor/kotzebue-maedchenfreundschaft.xml,"ich bin der Mann, den Ihr Oheim Ihnen bestimmte.",17,65,character_speech,1,14,,Rose.,#rose,266.0,MALE,no_annotation,no_annotation,no_annotation
