,Unnamed: 0,file,text,start,end,type,act,scene,sd_subtype,speaker,speaker_id,speech_number,gender,pre1_tag_type,genre,subgenre,date,pre1_base_polarity,pre1_main_emotion_class
0,0,GerDracor/reil-der-erste-may.xml,(mit den Blumenkränzen beschäftigt).,0,36,stage_direction,1,1,speech_part,,#philippine,1.0,FEMALE,no_annotation,S,,1816.0,no_annotation,no_annotation
1,1,GerDracor/reil-der-erste-may.xml,So wär' der erste May,0,21,character_speech,1,1,,Philippine allein,#philippine,1.0,FEMALE,"admiration, reverence",S,,1816.0,positive,emotions of affection
2,2,GerDracor/reil-der-erste-may.xml,Mit aller Zauberey,0,18,character_speech,1,1,,Philippine allein,#philippine,1.0,FEMALE,joy,S,,1816.0,positive,emotions of pleasure
3,3,GerDracor/reil-der-erste-may.xml,"Dann endlich angekommen,",0,24,character_speech,1,1,,Philippine allein,#philippine,1.0,FEMALE,no_annotation,S,,1816.0,no_annotation,no_annotation
4,4,GerDracor/reil-der-erste-may.xml,In seinem grünen Überzug,0,24,character_speech,1,1,,Philippine allein,#philippine,1.0,FEMALE,no_annotation,S,,1816.0,no_annotation,no_annotation
5,5,GerDracor/reil-der-erste-may.xml,Und vollen Blüthenschmuck.,0,26,character_speech,1,1,,Philippine allein,#philippine,1.0,FEMALE,no_annotation,S,,1816.0,no_annotation,no_annotation
6,6,GerDracor/reil-der-erste-may.xml,Sey freundlich aufgenommen!,0,27,character_speech,1,1,,Philippine allein,#philippine,1.0,FEMALE,joy,S,,1816.0,positive,emotions of pleasure
7,7,GerDracor/reil-der-erste-may.xml,"Auf keinen Tag im ganzen Jahr,",0,30,character_speech,1,1,,Philippine allein,#philippine,1.0,FEMALE,no_annotation,S,,1816.0,no_annotation,no_annotation
8,8,GerDracor/reil-der-erste-may.xml,"Und wenn er noch so heiter war,",0,31,character_speech,1,1,,Philippine allein,#philippine,1.0,FEMALE,no_annotation,S,,1816.0,no_annotation,no_annotation
9,9,GerDracor/reil-der-erste-may.xml,"Hält unser Vater May so viel,",0,29,character_speech,1,1,,Philippine allein,#philippine,1.0,FEMALE,no_annotation,S,,1816.0,no_annotation,no_annotation
10,10,GerDracor/reil-der-erste-may.xml,Als auf des Mayen Zephyrspiel.,0,30,character_speech,1,1,,Philippine allein,#philippine,1.0,FEMALE,no_annotation,S,,1816.0,no_annotation,no_annotation
11,11,GerDracor/reil-der-erste-may.xml,Er ist sein Losungstag;,0,23,character_speech,1,1,,Philippine allein,#philippine,1.0,FEMALE,no_annotation,S,,1816.0,no_annotation,no_annotation
12,12,GerDracor/reil-der-erste-may.xml,"Und was auf seinem Herzen lag,",0,30,character_speech,1,1,,Philippine allein,#philippine,1.0,FEMALE,love,S,,1816.0,positive,emotions of affection
13,13,GerDracor/reil-der-erste-may.xml,"An diesem Tag hat er's gewöhnlich,",0,34,character_speech,1,1,,Philippine allein,#philippine,1.0,FEMALE,no_annotation,S,,1816.0,no_annotation,no_annotation
14,14,GerDracor/reil-der-erste-may.xml,Wie welke Blätter abgeweht.,0,27,character_speech,1,1,,Philippine allein,#philippine,1.0,FEMALE,suffering,S,,1816.0,negative,emotions of suffering and empathy
15,15,GerDracor/reil-der-erste-may.xml,"Drum harrt er auch so sehnlich,",0,31,character_speech,1,1,,Philippine allein,#philippine,1.0,FEMALE,no_annotation,S,,1816.0,no_annotation,no_annotation
16,16,GerDracor/reil-der-erste-may.xml,Bis Morgen früh der Hahn,0,24,character_speech,1,1,,Philippine allein,#philippine,1.0,FEMALE,no_annotation,S,,1816.0,no_annotation,no_annotation
17,17,GerDracor/reil-der-erste-may.xml,Die erste Mayluft angekräht.,0,28,character_speech,1,1,,Philippine allein,#philippine,1.0,FEMALE,no_annotation,S,,1816.0,no_annotation,no_annotation
18,18,GerDracor/reil-der-erste-may.xml,Er pflegt im süßen Wahn,0,23,character_speech,1,1,,Philippine allein,#philippine,1.0,FEMALE,joy,S,,1816.0,positive,emotions of pleasure
19,19,GerDracor/reil-der-erste-may.xml,Vom May sich Gutes nur zu träumen;,0,34,character_speech,1,1,,Philippine allein,#philippine,1.0,FEMALE,suffering,S,,1816.0,negative,emotions of suffering and empathy
20,20,GerDracor/reil-der-erste-may.xml,"Sobald der Saft steigt in den Bäumen,",0,37,character_speech,1,1,,Philippine allein,#philippine,1.0,FEMALE,no_annotation,S,,1816.0,no_annotation,no_annotation
21,21,GerDracor/reil-der-erste-may.xml,Spricht Vaters Phantasie,0,24,character_speech,1,1,,Philippine allein,#philippine,1.0,FEMALE,being moved,S,,1816.0,being moved,being moved
22,22,GerDracor/reil-der-erste-may.xml,Geheime Sympathie,0,17,character_speech,1,1,,Philippine allein,#philippine,1.0,FEMALE,love,S,,1816.0,positive,emotions of affection
23,23,GerDracor/reil-der-erste-may.xml,Dem May mit Menschen zu.,0,24,character_speech,1,1,,Philippine allein,#philippine,1.0,FEMALE,no_annotation,S,,1816.0,no_annotation,no_annotation
24,24,GerDracor/reil-der-erste-may.xml,Und wie den Kranken der Uhu,0,27,character_speech,1,1,,Philippine allein,#philippine,1.0,FEMALE,no_annotation,S,,1816.0,no_annotation,no_annotation
25,25,GerDracor/reil-der-erste-may.xml,Verkündet Moderluft und Tod:,0,28,character_speech,1,1,,Philippine allein,#philippine,1.0,FEMALE,suffering,S,,1816.0,negative,emotions of suffering and empathy
26,26,GerDracor/reil-der-erste-may.xml,"So, meint er, sey das Morgenroth",0,32,character_speech,1,1,,Philippine allein,#philippine,1.0,FEMALE,love,S,,1816.0,positive,emotions of affection
27,27,GerDracor/reil-der-erste-may.xml,Des ersten May's – des Engels erster Blick,0,42,character_speech,1,1,,Philippine allein,#philippine,1.0,FEMALE,love,S,,1816.0,positive,emotions of affection
28,28,GerDracor/reil-der-erste-may.xml,Zu irgend einem nahen Glück.,0,28,character_speech,1,1,,Philippine allein,#philippine,1.0,FEMALE,joy,S,,1816.0,positive,emotions of pleasure
29,29,GerDracor/reil-der-erste-may.xml,O Morgenroth!,0,13,character_speech,1,1,,Philippine allein,#philippine,1.0,FEMALE,no_annotation,S,,1816.0,no_annotation,no_annotation
30,30,GerDracor/reil-der-erste-may.xml,verkünd es ihm auch heut.,14,39,character_speech,1,1,,Philippine allein,#philippine,1.0,FEMALE,no_annotation,S,,1816.0,no_annotation,no_annotation
31,31,GerDracor/reil-der-erste-may.xml,Philippine.,0,11,stage_direction,1,2,pre_speech,,,,,no_annotation,S,,1816.0,no_annotation,no_annotation
32,32,GerDracor/reil-der-erste-may.xml,"Helmi bringt mit Nachbars Helmi Blumen am Arm, und streut sie
          umher.",12,90,stage_direction,1,2,pre_speech,,,,,no_annotation,S,,1816.0,no_annotation,no_annotation
33,33,GerDracor/reil-der-erste-may.xml,Nur her!,0,8,character_speech,1,2,,Philippine.,#philippine,2.0,FEMALE,no_annotation,S,,1816.0,no_annotation,no_annotation
34,34,GerDracor/reil-der-erste-may.xml,nur ausgestreut,9,24,character_speech,1,2,,Philippine.,#philippine,2.0,FEMALE,suffering,S,,1816.0,negative,emotions of suffering and empathy
35,35,GerDracor/reil-der-erste-may.xml,Den ganzen Blumenteppich!,0,25,character_speech,1,2,,Philippine.,#philippine,2.0,FEMALE,being moved,S,,1816.0,being moved,being moved
36,36,GerDracor/reil-der-erste-may.xml,Die letzten Blumen trägt,0,24,character_speech,1,2,,Helmi.,#helmi,3.0,MALE,love,S,,1816.0,positive,emotions of affection
37,37,GerDracor/reil-der-erste-may.xml,Der Bruder Fritz und legt,0,25,character_speech,1,2,,Helmi.,#helmi,3.0,MALE,no_annotation,S,,1816.0,no_annotation,no_annotation
38,38,GerDracor/reil-der-erste-may.xml,Auch frisches Laub von Eppich.,0,30,character_speech,1,2,,Helmi.,#helmi,3.0,MALE,no_annotation,S,,1816.0,no_annotation,no_annotation
39,39,GerDracor/reil-der-erste-may.xml,"Ein sinnig Zeichen, daß die Freude",0,34,character_speech,1,2,,Philippine.,#philippine,4.0,FEMALE,joy,S,,1816.0,positive,emotions of pleasure
40,40,GerDracor/reil-der-erste-may.xml,Sich dauerhaft dem Vater kleide.,0,32,character_speech,1,2,,Philippine.,#philippine,4.0,FEMALE,no_annotation,S,,1816.0,no_annotation,no_annotation
41,41,GerDracor/reil-der-erste-may.xml,Mein Helmi half mir Blumen lesen.,0,33,character_speech,1,2,,Helmi.,#helmi,5.0,MALE,no_annotation,S,,1816.0,no_annotation,no_annotation
42,42,GerDracor/reil-der-erste-may.xml,"Wenn du nur deinen Helmi hast,",0,30,character_speech,1,2,,Philippine.,#philippine,6.0,FEMALE,no_annotation,S,,1816.0,no_annotation,no_annotation
