,Unnamed: 0,file,text,start,end,type,act,scene,sd_subtype,speaker,speaker_id,speech_number,gender,pre1_tag_type,genre,subgenre,date,pre1_base_polarity,pre1_main_emotion_class
0,0,GerDracor/raimund-der-barometermacher-auf-der-zauberinsel.xml,Feenpalast.,0,11,stage_direction,1,1,pre_speech,,,,,no_annotation,K,,1823.0,no_annotation,no_annotation
1,1,GerDracor/raimund-der-barometermacher-auf-der-zauberinsel.xml,"Fee Rosalinde, auf einem Blumenthron, der zur Seite steht.",12,70,stage_direction,1,1,pre_speech,,,,,no_annotation,K,,1823.0,no_annotation,no_annotation
2,2,GerDracor/raimund-der-barometermacher-auf-der-zauberinsel.xml,"Nymphen
            gruppieren sich um sie herum.",71,120,stage_direction,1,1,pre_speech,,,,,no_annotation,K,,1823.0,no_annotation,no_annotation
3,3,GerDracor/raimund-der-barometermacher-auf-der-zauberinsel.xml,"Vergiß nicht, erhabene Fee, daß heute wieder hundert Jahre herum sind und du dich
              entschließen mußt, die Zaubergaben wieder einem der Sterblichen zu verleihen.",0,173,character_speech,1,1,,LIDI.,#lidi,1.0,FEMALE,no_annotation,K,,1823.0,no_annotation,no_annotation
4,4,GerDracor/raimund-der-barometermacher-auf-der-zauberinsel.xml,"Verdienen denn die Menschen der heutigen Zeit, daß eine Fee ihrer noch gedenke?",0,79,character_speech,1,1,,FEE.,#fee,2.0,FEMALE,no_annotation,K,,1823.0,no_annotation,no_annotation
5,5,GerDracor/raimund-der-barometermacher-auf-der-zauberinsel.xml,"Es gibt mitunter recht artige Menschen, denen ich gar nicht feind bin.",0,70,character_speech,1,1,,LIDI.,#lidi,3.0,FEMALE,abhorrence,K,,1823.0,negative,emotions of rejection
6,6,GerDracor/raimund-der-barometermacher-auf-der-zauberinsel.xml,"Du scheinst von jeher mehr Vorliebe für sie zu haben, als der Feenwelt anzugehören.",0,83,character_speech,1,1,,FEE.,#fee,4.0,FEMALE,love,K,,1823.0,positive,emotions of affection
7,7,GerDracor/raimund-der-barometermacher-auf-der-zauberinsel.xml,Ich bedaure dich; denn ich kenne diese Menschen.,98,146,character_speech,1,1,,FEE.,#fee,4.0,FEMALE,compassion,K,,1823.0,negative,emotions of suffering and empathy
8,8,GerDracor/raimund-der-barometermacher-auf-der-zauberinsel.xml,"– Uns Feen selbst schont ihre Sucht
              zu spotten nicht mehr!",147,219,character_speech,1,1,,FEE.,#fee,4.0,FEMALE,abhorrence,K,,1823.0,negative,emotions of rejection
9,9,GerDracor/raimund-der-barometermacher-auf-der-zauberinsel.xml,"Müßt ich nicht den Spruch des Schicksals erfüllen, ich würde
              die Zaubergaben auf ewig in ihrer Vergessenheit ruhen lassen.",220,356,character_speech,1,1,,FEE.,#fee,4.0,FEMALE,no_annotation,K,,1823.0,no_annotation,no_annotation
10,10,GerDracor/raimund-der-barometermacher-auf-der-zauberinsel.xml,Wem willst du sie dann zuwenden?,0,32,character_speech,1,1,,LIDI.,#lidi,5.0,FEMALE,no_annotation,K,,1823.0,no_annotation,no_annotation
11,11,GerDracor/raimund-der-barometermacher-auf-der-zauberinsel.xml,Du mußt dich doch entschließen!,33,64,character_speech,1,1,,LIDI.,#lidi,5.0,FEMALE,being moved,K,,1823.0,being moved,being moved
12,12,GerDracor/raimund-der-barometermacher-auf-der-zauberinsel.xml,Ein verhaßter Zwang!,0,20,character_speech,1,1,,FEE.,#fee,6.0,FEMALE,suffering,K,,1823.0,negative,emotions of suffering and empathy
13,13,GerDracor/raimund-der-barometermacher-auf-der-zauberinsel.xml,"Wer verdient noch, glücklich zu werden?",21,60,character_speech,1,1,,FEE.,#fee,6.0,FEMALE,joy,K,,1823.0,positive,emotions of pleasure
14,14,GerDracor/raimund-der-barometermacher-auf-der-zauberinsel.xml,"Bin ich nicht immer
              betrogen worden?",61,111,character_speech,1,1,,FEE.,#fee,6.0,FEMALE,suffering,K,,1823.0,negative,emotions of suffering and empathy
15,15,GerDracor/raimund-der-barometermacher-auf-der-zauberinsel.xml,"Beglückte ich einen Armen, so mißbrauchte er im frechen Übermute
              meine Gaben – wandte ich sie einem Reichen zu, so ward es für ihn nur eine neue
              Quelle, den Armen zu höhnen.",112,313,character_speech,1,1,,FEE.,#fee,6.0,FEMALE,anger,K,,1823.0,negative,emotions of rejection
16,16,GerDracor/raimund-der-barometermacher-auf-der-zauberinsel.xml,Wem soll ich sie verleihen?,314,341,character_speech,1,1,,FEE.,#fee,6.0,FEMALE,no_annotation,K,,1823.0,no_annotation,no_annotation
17,17,GerDracor/raimund-der-barometermacher-auf-der-zauberinsel.xml,Überlasse es dem Zufalle.,0,25,character_speech,1,1,,LIDI.,#lidi,7.0,FEMALE,no_annotation,K,,1823.0,no_annotation,no_annotation
18,18,GerDracor/raimund-der-barometermacher-auf-der-zauberinsel.xml,"Lasse sie jenen finden, der in diesem Augenblicke sich am
              nächsten bei den Ruinen im Palmentale, in welchem diese Zaubergaben aufbewahrt sind,
              befindet.",26,206,character_speech,1,1,,LIDI.,#lidi,7.0,FEMALE,no_annotation,K,,1823.0,no_annotation,no_annotation
19,19,GerDracor/raimund-der-barometermacher-auf-der-zauberinsel.xml,Lidi hat recht!,0,15,character_speech,1,1,,FEE.,#fee,8.0,FEMALE,joy,K,,1823.0,positive,emotions of pleasure
20,20,GerDracor/raimund-der-barometermacher-auf-der-zauberinsel.xml,"Nach Zufall will ich meine Gaben  spenden; ich will sehen,
              wer in diesem Augenblicke bei den Ruinen weilt.",16,136,character_speech,1,1,,FEE.,#fee,8.0,FEMALE,no_annotation,K,,1823.0,no_annotation,no_annotation
21,21,GerDracor/raimund-der-barometermacher-auf-der-zauberinsel.xml,Musik.,0,6,stage_direction,1,1,speech_part,,#fee,8.0,FEMALE,no_annotation,K,,1823.0,no_annotation,no_annotation
22,22,GerDracor/raimund-der-barometermacher-auf-der-zauberinsel.xml,"Die Hinterwand geht auf, man sieht in einer ovalen Öffnung die
              nächstkommende Szene en miniature abgebildet und Quecksilber, durch einen Knaben
              repräsentiert, auf einer Ruine sitzen.",7,217,stage_direction,1,1,speech_part,,#fee,8.0,FEMALE,no_annotation,K,,1823.0,no_annotation,no_annotation
23,23,GerDracor/raimund-der-barometermacher-auf-der-zauberinsel.xml,"Die Musik spielt sehr piano den Gesang von
              Quecksilbers nachfolgender Arie.",218,307,stage_direction,1,1,speech_part,,#fee,8.0,FEMALE,no_annotation,K,,1823.0,no_annotation,no_annotation
24,24,GerDracor/raimund-der-barometermacher-auf-der-zauberinsel.xml,Das ist ein spaßiger Mensch!,0,28,character_speech,1,1,,ALLE NYMPHEN.,#alle_nymphen,9.0,FEMALE,joy,K,,1823.0,positive,emotions of pleasure
25,25,GerDracor/raimund-der-barometermacher-auf-der-zauberinsel.xml,"Wenn mich meine Feenkraft nicht trügt, so ist es ein lebenslustiger Mensch, der dem
              Scherze huldigt; solche Menschen sind in der Regel nicht die schlimmsten.",0,171,character_speech,1,1,,FEE.,#fee,10.0,FEMALE,no_annotation,K,,1823.0,no_annotation,no_annotation
26,26,GerDracor/raimund-der-barometermacher-auf-der-zauberinsel.xml,Er hat just etwas Lustiges gedacht.,0,35,character_speech,1,1,,LIDI.,#lidi,11.0,FEMALE,no_annotation,K,,1823.0,no_annotation,no_annotation
27,27,GerDracor/raimund-der-barometermacher-auf-der-zauberinsel.xml,"winkt, die Erscheinung verschwindet.",0,36,stage_direction,1,1,speech_part,,#fee,12.0,FEMALE,no_annotation,K,,1823.0,no_annotation,no_annotation
28,28,GerDracor/raimund-der-barometermacher-auf-der-zauberinsel.xml,"Schlagt in dem Lexikon der Menschheit nach, wer der Fremdling eigentlich sei.",0,77,character_speech,1,1,,FEE,#fee,12.0,FEMALE,no_annotation,K,,1823.0,no_annotation,no_annotation
29,29,GerDracor/raimund-der-barometermacher-auf-der-zauberinsel.xml,"befolgt es in einem Buche, welches auf einem Postamente aus der Erde
              kommt.",0,89,stage_direction,1,1,speech_part,,#lidi,13.0,FEMALE,no_annotation,K,,1823.0,no_annotation,no_annotation
30,30,GerDracor/raimund-der-barometermacher-auf-der-zauberinsel.xml,"Er nennt sich Bartholomäus Quecksilber, ist ein zugrundgegangener Barometermacher,
              von sehr lustigem Humor, und ist auf dem Wege, sein Glück zu suchen.",0,165,character_speech,1,1,,LIDI,#lidi,13.0,FEMALE,no_annotation,K,,1823.0,no_annotation,no_annotation
31,31,GerDracor/raimund-der-barometermacher-auf-der-zauberinsel.xml,Das Postament verschwindet.,0,27,stage_direction,1,1,speech_part,,#lidi,13.0,FEMALE,no_annotation,K,,1823.0,no_annotation,no_annotation
32,32,GerDracor/raimund-der-barometermacher-auf-der-zauberinsel.xml,Es soll ihm geholfen werden.,0,28,character_speech,1,1,,FEE.,#fee,14.0,FEMALE,no_annotation,K,,1823.0,no_annotation,no_annotation
33,33,GerDracor/raimund-der-barometermacher-auf-der-zauberinsel.xml,Umgebt mich!,29,41,character_speech,1,1,,FEE.,#fee,14.0,FEMALE,love,K,,1823.0,positive,emotions of affection
34,34,GerDracor/raimund-der-barometermacher-auf-der-zauberinsel.xml,Ich wende dem Fremdling die Gaben zu.,42,79,character_speech,1,1,,FEE.,#fee,14.0,FEMALE,no_annotation,K,,1823.0,no_annotation,no_annotation
35,35,GerDracor/raimund-der-barometermacher-auf-der-zauberinsel.xml,Sie zieht mit ihrem Stabe einen Kreis.,0,38,stage_direction,1,1,inner_speech,,#fee,14.0,FEMALE,no_annotation,K,,1823.0,no_annotation,no_annotation
36,36,GerDracor/raimund-der-barometermacher-auf-der-zauberinsel.xml,Melodram,0,8,stage_direction,1,1,speech_part,,#fee,14.0,FEMALE,no_annotation,K,,1823.0,no_annotation,no_annotation
37,37,GerDracor/raimund-der-barometermacher-auf-der-zauberinsel.xml,"
              Horn, Stab und Schärpe soll er finden!",0,53,character_speech,1,1,,FEE.,#fee,14.0,FEMALE,Schadenfreude,K,,1823.0,positive,emotions of pleasure
38,38,GerDracor/raimund-der-barometermacher-auf-der-zauberinsel.xml,"Du, Lidi, sollst ihm den Gebrauch verkünden!",68,112,character_speech,1,1,,FEE.,#fee,14.0,FEMALE,no_annotation,K,,1823.0,no_annotation,no_annotation
39,39,GerDracor/raimund-der-barometermacher-auf-der-zauberinsel.xml,"Empfiehl ihm wohl, sie weise zu benützen,
              Will er sie lang, und vorteilhaft besitzen.",127,226,character_speech,1,1,,FEE.,#fee,14.0,FEMALE,no_annotation,K,,1823.0,no_annotation,no_annotation
40,40,GerDracor/raimund-der-barometermacher-auf-der-zauberinsel.xml,Alle entfernen sich.,0,20,stage_direction,1,1,speech_part,,#fee,14.0,FEMALE,no_annotation,K,,1823.0,no_annotation,no_annotation
41,41,GerDracor/raimund-der-barometermacher-auf-der-zauberinsel.xml,"Ruinen, wie selbe vorher en miniature zu sehen waren.",0,53,stage_direction,1,2,pre_speech,,,,,no_annotation,K,,1823.0,no_annotation,no_annotation
42,42,GerDracor/raimund-der-barometermacher-auf-der-zauberinsel.xml,Im Hintergrunde die See.,54,78,stage_direction,1,2,pre_speech,,,,,no_annotation,K,,1823.0,no_annotation,no_annotation
43,43,GerDracor/raimund-der-barometermacher-auf-der-zauberinsel.xml,"Man
            hört das Ritornell von Quecksilbers Arie.",79,136,stage_direction,1,2,pre_speech,,,,,no_annotation,K,,1823.0,no_annotation,no_annotation
44,44,GerDracor/raimund-der-barometermacher-auf-der-zauberinsel.xml,Quecksilber kommt.,137,155,stage_direction,1,2,pre_speech,,,,,no_annotation,K,,1823.0,no_annotation,no_annotation
45,45,GerDracor/raimund-der-barometermacher-auf-der-zauberinsel.xml,Arie,0,4,stage_direction,1,2,speech_part,,#quecksilber,15.0,MALE,no_annotation,K,,1823.0,no_annotation,no_annotation
46,46,GerDracor/raimund-der-barometermacher-auf-der-zauberinsel.xml,"
              Was braucht man Barometter
              Auf dieser Welt noch mehr?",0,82,character_speech,1,2,,QUECKSILBER.,#quecksilber,15.0,MALE,no_annotation,K,,1823.0,no_annotation,no_annotation
47,47,GerDracor/raimund-der-barometermacher-auf-der-zauberinsel.xml,"Ein jeder macht sich's Wetter,
              So wies ihm gfallt, daher.",98,169,character_speech,1,2,,QUECKSILBER.,#quecksilber,15.0,MALE,no_annotation,K,,1823.0,no_annotation,no_annotation
48,48,GerDracor/raimund-der-barometermacher-auf-der-zauberinsel.xml,"Schön zeigt es bei den Reichen,
              Bei Stutzern zeigts auf Wind,
              Auf Regen steht das Zeichen,
              Wo arme Schlucker sind.",184,340,character_speech,1,2,,QUECKSILBER.,#quecksilber,15.0,MALE,no_annotation,K,,1823.0,no_annotation,no_annotation
49,49,GerDracor/raimund-der-barometermacher-auf-der-zauberinsel.xml,"
              Bei Schönen in der Regel
              Zeigts auf Veränderlich,
              Auf Stürme bei dem Flegel,
              Und Schnee bedeuts für mich.",0,162,character_speech,1,2,,QUECKSILBER.,#quecksilber,15.0,MALE,no_annotation,K,,1823.0,no_annotation,no_annotation
50,50,GerDracor/raimund-der-barometermacher-auf-der-zauberinsel.xml,"Doch, Schicksal, es ist schade,
              Daß d' mich verfolgst mit Gwalt,
              Solang der Gönner Gnade
              Nicht auf den Gfrierpunkt fallt.",177,340,character_speech,1,2,,QUECKSILBER.,#quecksilber,15.0,MALE,suffering,K,,1823.0,negative,emotions of suffering and empathy
51,51,GerDracor/raimund-der-barometermacher-auf-der-zauberinsel.xml,"Das ist eine prächtige Profession, das Baromettermachen, man kann verhungern alle
              Tag.",0,100,character_speech,1,2,,QUECKSILBER.,#quecksilber,15.0,MALE,joy,K,,1823.0,positive,emotions of pleasure
52,52,GerDracor/raimund-der-barometermacher-auf-der-zauberinsel.xml,"Hab ich unglückseliger Mensch aufs Meer müssen, um die wilden Völker des
              Erdbodens durch meine Kunst in Erstaunen zu setzen, und jetzt wirft mich das Schicksal
              auf diese Zauberinsel, wo ich noch nichts gesehen hab als ein paar Kanarienvögel, oder
              was sie waren; und einen pensionierten Elefanten mit drei Füß – Na, die werden doch
              keine Barometter brauchen.",101,514,character_speech,1,2,,QUECKSILBER.,#quecksilber,15.0,MALE,suffering,K,,1823.0,negative,emotions of suffering and empathy
53,53,GerDracor/raimund-der-barometermacher-auf-der-zauberinsel.xml,"– Weil ich nicht zu Grund gegangen bin, so ist wenigstens
              das Schiff zu Grund gegangen, bloß weil ich Unglücksvogel darauf war.",515,656,character_speech,1,2,,QUECKSILBER.,#quecksilber,15.0,MALE,no_annotation,K,,1823.0,no_annotation,no_annotation
54,54,GerDracor/raimund-der-barometermacher-auf-der-zauberinsel.xml,"Die Matrosen
              haben schon von weiten diese Feeninsel verflucht, weil ein jedes Schiff scheitert, das
              in ihre Nähe kommt.",657,804,character_speech,1,2,,QUECKSILBER.,#quecksilber,15.0,MALE,abhorrence,K,,1823.0,negative,emotions of rejection
55,55,GerDracor/raimund-der-barometermacher-auf-der-zauberinsel.xml,"Richtig wars so – sie haben sich in einem Schinakel gerettet, und
              ich hab mich an meinen Barometter anghalten und bin dahergschwommen; das war noch mein
              größtes Glück, daß ich den vorigen Sommer zweimal im Prater in der Schwimmschul war
              und zugschaut hab; da hab ichs abgspickt, sonst wärs nicht möglich gwesen.",805,1158,character_speech,1,2,,QUECKSILBER.,#quecksilber,15.0,MALE,joy,K,,1823.0,positive,emotions of pleasure
56,56,GerDracor/raimund-der-barometermacher-auf-der-zauberinsel.xml,"Mein erstes
              Unglück war mein neuer Buchdrucker; der laßt mir unglücklicherweise auf meinen Zetteln
              auf die Barometter überall den ersten Buchstaben aus – Zum Beispiel, statt",1159,1360,character_speech,1,2,,QUECKSILBER.,#quecksilber,15.0,MALE,suffering,K,,1823.0,negative,emotions of suffering and empathy
57,57,GerDracor/raimund-der-barometermacher-auf-der-zauberinsel.xml,"
              kalter Wind, laßt er das K aus, steht",0,52,character_speech,1,2,,QUECKSILBER.,#quecksilber,15.0,MALE,no_annotation,K,,1823.0,no_annotation,no_annotation
58,58,GerDracor/raimund-der-barometermacher-auf-der-zauberinsel.xml,Weint.,0,6,stage_direction,1,2,inner_speech,,#quecksilber,15.0,MALE,suffering,K,,1823.0,negative,emotions of suffering and empathy
59,59,GerDracor/raimund-der-barometermacher-auf-der-zauberinsel.xml,"
              Doch von all dem rauschenden Geleite, wer harret noch liebend bei mir aus?",0,89,character_speech,1,2,,QUECKSILBER.,#quecksilber,15.0,MALE,love,K,,1823.0,positive,emotions of affection
60,60,GerDracor/raimund-der-barometermacher-auf-der-zauberinsel.xml,"Dieser edle
              Magen!",90,122,character_speech,1,2,,QUECKSILBER.,#quecksilber,15.0,MALE,"admiration, reverence",K,,1823.0,positive,emotions of affection
61,61,GerDracor/raimund-der-barometermacher-auf-der-zauberinsel.xml,"der einzige Schmarotzer, der mir die Ungelegenheit macht, treu zu bleiben.",123,197,character_speech,1,2,,QUECKSILBER.,#quecksilber,15.0,MALE,no_annotation,K,,1823.0,no_annotation,no_annotation
62,62,GerDracor/raimund-der-barometermacher-auf-der-zauberinsel.xml,"Just
              gibt er wieder eine Bittschrift ein um was zu essen.",198,269,character_speech,1,2,,QUECKSILBER.,#quecksilber,15.0,MALE,no_annotation,K,,1823.0,no_annotation,no_annotation
63,63,GerDracor/raimund-der-barometermacher-auf-der-zauberinsel.xml,– Schicksal!,270,282,character_speech,1,2,,QUECKSILBER.,#quecksilber,15.0,MALE,no_annotation,K,,1823.0,no_annotation,no_annotation
64,64,GerDracor/raimund-der-barometermacher-auf-der-zauberinsel.xml,"wenn du eine Ehre im
              Leibe hast, so laß mich nicht verhungern!",283,359,character_speech,1,2,,QUECKSILBER.,#quecksilber,15.0,MALE,abhorrence,K,,1823.0,negative,emotions of rejection
65,65,GerDracor/raimund-der-barometermacher-auf-der-zauberinsel.xml,"Man hört leise eine unterirdische
                Musik ertönen.",0,64,stage_direction,1,2,inner_speech,,#quecksilber,15.0,MALE,no_annotation,K,,1823.0,no_annotation,no_annotation
66,66,GerDracor/raimund-der-barometermacher-auf-der-zauberinsel.xml, Was ist denn das?,0,18,character_speech,1,2,,QUECKSILBER.,#quecksilber,15.0,MALE,no_annotation,K,,1823.0,no_annotation,no_annotation
67,67,GerDracor/raimund-der-barometermacher-auf-der-zauberinsel.xml,"– Eine musikalische Akademie unter der
              Erd?",19,76,character_speech,1,2,,QUECKSILBER.,#quecksilber,15.0,MALE,no_annotation,K,,1823.0,no_annotation,no_annotation
68,68,GerDracor/raimund-der-barometermacher-auf-der-zauberinsel.xml,Wer will auf mir blasen?,0,24,character_speech,1,2,,STIMME DES HORNES.,#stimme_des_hornes,16.0,UNKNOWN,anger,K,,1823.0,negative,emotions of rejection
69,69,GerDracor/raimund-der-barometermacher-auf-der-zauberinsel.xml,Eine kuriose Frage!,0,19,character_speech,1,2,,QUECKSILBER.,#quecksilber,17.0,MALE,no_annotation,K,,1823.0,no_annotation,no_annotation
70,70,GerDracor/raimund-der-barometermacher-auf-der-zauberinsel.xml,Wer will mich tragen?,0,21,character_speech,1,2,,STIMME DER SCHÄRPE.,#stimme_der_schaerpe,18.0,UNKNOWN,being moved,K,,1823.0,being moved,being moved
71,71,GerDracor/raimund-der-barometermacher-auf-der-zauberinsel.xml,Den soll man tragen?,0,20,character_speech,1,2,,QUECKSILBER.,#quecksilber,19.0,MALE,being moved,K,,1823.0,being moved,being moved
72,72,GerDracor/raimund-der-barometermacher-auf-der-zauberinsel.xml,Der kann vielleicht siebzig Zenten schwer sein.,21,68,character_speech,1,2,,QUECKSILBER.,#quecksilber,19.0,MALE,no_annotation,K,,1823.0,no_annotation,no_annotation
73,73,GerDracor/raimund-der-barometermacher-auf-der-zauberinsel.xml,Wer will mich schwingen?,0,24,character_speech,1,2,,STIMME DES STABES.,#stimme_des_stabes,20.0,UNKNOWN,being moved,K,,1823.0,being moved,being moved
74,74,GerDracor/raimund-der-barometermacher-auf-der-zauberinsel.xml,Jetzt will der wieder geschwinget sein?,0,39,character_speech,1,2,,QUECKSILBER.,#quecksilber,21.0,MALE,no_annotation,K,,1823.0,no_annotation,no_annotation
75,75,GerDracor/raimund-der-barometermacher-auf-der-zauberinsel.xml,Was heißt denn das?,40,59,character_speech,1,2,,QUECKSILBER.,#quecksilber,21.0,MALE,no_annotation,K,,1823.0,no_annotation,no_annotation
