,Unnamed: 0,file,text,start,end,type,act,scene,sd_subtype,speaker,speaker_id,speech_number,gender,pre1_tag_type,genre,subgenre,date,pre1_base_polarity,pre1_main_emotion_class
0,0,GerDracor/klingemann-faust.xml,"Nach einer ernsten Symphonie hört man es langsam aus der Ferne eilf Uhr schlagen und
          darauf hebt sich der Vorhang.",0,124,stage_direction,1,0,pre_scene,,,,,no_annotation,T,,1812.0,no_annotation,no_annotation
1,1,GerDracor/klingemann-faust.xml,"Die Bühne stellt Fausts Studirzimmer vor, an dessen Wänden
          mancherlei physicalische Apparate, auch Skelette u.s.w.",125,249,stage_direction,1,0,pre_scene,,,,,no_annotation,T,,1812.0,no_annotation,no_annotation
2,2,GerDracor/klingemann-faust.xml,umherstehen.,250,262,stage_direction,1,0,pre_scene,,,,,no_annotation,T,,1812.0,no_annotation,no_annotation
3,3,GerDracor/klingemann-faust.xml,"Auf einem Tische
          rechter Hand liegen Buchdruckergeräthschaften, daneben ein altes kurzes Feuergewehr; auf
          einem andern linker Hand steht ein globus coelestis, und daneben liegt ein dickes Buch, um
          welches eine starke eiserne Kette gewunden, an der das Schloß aber offen ist.",263,567,stage_direction,1,0,pre_scene,,,,,no_annotation,T,,1812.0,no_annotation,no_annotation
4,4,GerDracor/klingemann-faust.xml,"Es geht
          gegen die Nacht und die Bühne wird nur schwach durch eine Lampe beleuchtet, die Käthe auf
          dem Tische rechter Hand niedergesetzt hat.",568,728,stage_direction,1,0,pre_scene,,,,,no_annotation,T,,1812.0,no_annotation,no_annotation
5,5,GerDracor/klingemann-faust.xml,"Diether Faust, der von Käthe geführt eingetreten ist.",0,53,stage_direction,1,1,pre_speech,,,,,no_annotation,T,,1812.0,no_annotation,no_annotation
6,6,GerDracor/klingemann-faust.xml,"
              Es weht hier eine dumpfe Kellerluft,
              Und doppelt hallt der Fußtritt durchs Gewölbe!",0,112,character_speech,1,1,,DIETHER.,#diether,1.0,MALE,no_annotation,T,,1812.0,no_annotation,no_annotation
7,7,GerDracor/klingemann-faust.xml,"
              Wohl ist's hier schauerlich und nicht geheuer,
               Denn Todtenbein steht ringsum an den Wänden,
              Und überall giebt's solche Gegenstände
              Vor deren Anblick man sich fürchten möchte!",0,232,character_speech,1,1,,KÄTHE.,#kaethe,2.0,FEMALE,fear,T,,1812.0,negative,emotions of anxiety
8,8,GerDracor/klingemann-faust.xml,Die schaudernd ein Skelett betrachtet.,0,38,stage_direction,1,1,speech_part,,#kaethe,2.0,FEMALE,fear,T,,1812.0,negative,emotions of anxiety
9,9,GerDracor/klingemann-faust.xml,"
              Hu, welch ein widrig Konterfai der Mensch,
              Wenn seine Erdenschönheit Staub geworden,
              Und wie er grinsend in das Leben schaut!",0,168,character_speech,1,1,,KÄTHE.,#kaethe,2.0,FEMALE,abhorrence,T,,1812.0,negative,emotions of rejection
10,10,GerDracor/klingemann-faust.xml,"Was ist es, meine Tochter?",0,26,character_speech,1,1,,DIETHER.,#diether,3.0,MALE,no_annotation,T,,1812.0,no_annotation,no_annotation
11,11,GerDracor/klingemann-faust.xml,"
              Ein Gerippe!",0,27,character_speech,1,1,,KÄTHE.,#kaethe,4.0,FEMALE,no_annotation,T,,1812.0,no_annotation,no_annotation
12,12,GerDracor/klingemann-faust.xml,Behüt uns Gott!,42,57,character_speech,1,1,,KÄTHE.,#kaethe,4.0,FEMALE,fear,T,,1812.0,negative,emotions of anxiety
13,13,GerDracor/klingemann-faust.xml,"– 'S ist doch so lieb das Leben,
              Und süß und freundlich, selbst wenn Sorgen drücken!",58,156,character_speech,1,1,,KÄTHE.,#kaethe,4.0,FEMALE,joy,T,,1812.0,positive,emotions of pleasure
14,14,GerDracor/klingemann-faust.xml,"Ich möcht' nicht gerne sterben, guter Vater;",171,215,character_speech,1,1,,KÄTHE.,#kaethe,4.0,FEMALE,friendship,T,,1812.0,positive,emotions of affection
15,15,GerDracor/klingemann-faust.xml,Schaudernd.,0,11,stage_direction,1,1,speech_part,,#kaethe,4.0,FEMALE,being moved,T,,1812.0,being moved,being moved
16,16,GerDracor/klingemann-faust.xml,"
              Doch trägt schon jeder sein Gerippe in sich,
              Und seinen Todtenschädel, bis es Zeit wird!",0,117,character_speech,1,1,,KÄTHE.,#kaethe,4.0,FEMALE,no_annotation,T,,1812.0,no_annotation,no_annotation
17,17,GerDracor/klingemann-faust.xml,"
              Die Stund' ist eilf!",0,35,character_speech,1,1,,DIETHER.,#diether,5.0,MALE,fear,T,,1812.0,negative,emotions of anxiety
18,18,GerDracor/klingemann-faust.xml,– Mach dir nicht schwarze Träume!,36,69,character_speech,1,1,,DIETHER.,#diether,5.0,MALE,no_annotation,T,,1812.0,no_annotation,no_annotation
19,19,GerDracor/klingemann-faust.xml,"Und führe mich zu Bette, Tochter Käthe;
              Denn Faust kehrt heute nun auch nicht zurück.",84,183,character_speech,1,1,,DIETHER.,#diether,5.0,MALE,no_annotation,T,,1812.0,no_annotation,no_annotation
20,20,GerDracor/klingemann-faust.xml,"
              Wenn gleich!",0,27,character_speech,1,1,,KÄTHE.,#kaethe,6.0,FEMALE,no_annotation,T,,1812.0,no_annotation,no_annotation
21,21,GerDracor/klingemann-faust.xml,"Verweilt nur noch ein weniges;
               Denn ist der Faust auch selber nicht daheim,
              So liegt doch hier so mancherlei Geräthschaft,
              Die sein gehört und die er oft berührte,
              Daß ich mich näher schon hier bei ihm wähne!",28,293,character_speech,1,1,,KÄTHE.,#kaethe,6.0,FEMALE,no_annotation,T,,1812.0,no_annotation,no_annotation
22,22,GerDracor/klingemann-faust.xml,Du treues Kind!,0,15,character_speech,1,1,,DIETHER.,#diether,7.0,MALE,love,T,,1812.0,positive,emotions of affection
23,23,GerDracor/klingemann-faust.xml,"
              Ach könnt' ich's ihm nur sagen,
              Wie sehr ich ihn so tief im Herzen liebe;
              Doch liegt's zu tief und findet keine Worte,
              Und drum kann ich's dem Faust auch nicht erklären;
              Mit vieler Rede ist's mir nicht gegeben.",0,281,character_speech,1,1,,KÄTHE.,#kaethe,8.0,FEMALE,love,T,,1812.0,positive,emotions of affection
24,24,GerDracor/klingemann-faust.xml,–,282,283,character_speech,1,1,,KÄTHE.,#kaethe,8.0,FEMALE,no_annotation,T,,1812.0,no_annotation,no_annotation
25,25,GerDracor/klingemann-faust.xml,Legt die Hand auf Fausts Studirstuhl.,0,37,stage_direction,1,1,speech_part,,#kaethe,8.0,FEMALE,no_annotation,T,,1812.0,no_annotation,no_annotation
26,26,GerDracor/klingemann-faust.xml,"
              Hier steht sein Stuhl, auf dem er einsam sitzend,
              Ernst nachsinnt über tief geheimen Dingen!",0,121,character_speech,1,1,,KÄTHE.,#kaethe,8.0,FEMALE,being moved,T,,1812.0,being moved,being moved
27,27,GerDracor/klingemann-faust.xml,halb in sich hinein.,0,20,stage_direction,1,1,speech_part,,#diether,9.0,MALE,no_annotation,T,,1812.0,no_annotation,no_annotation
28,28,GerDracor/klingemann-faust.xml,Gott geb' auch über guten!,0,26,character_speech,1,1,,DIETHER,#diether,9.0,MALE,no_annotation,T,,1812.0,no_annotation,no_annotation
29,29,GerDracor/klingemann-faust.xml,"
              Ei, mein Vater,
              Die Kunst des Buchdrucks, die er ausgefunden,
              Ich denke – ist ein gutes Ding zu nennen!",0,146,character_speech,1,1,,KÄTHE.,#kaethe,10.0,FEMALE,joy,T,,1812.0,positive,emotions of pleasure
30,30,GerDracor/klingemann-faust.xml,"Denn, wie der Faust erzählt, wird nun in Zukunft
              Durch die Erfindung manches wackre Wort,
               Das vormals eingeschlossen und verborgen,
              Vervielfacht ausgehn in die weite Welt
              Und tausend Herzen trösten und erquicken!",161,430,character_speech,1,1,,KÄTHE.,#kaethe,10.0,FEMALE,joy,T,,1812.0,positive,emotions of pleasure
31,31,GerDracor/klingemann-faust.xml,wie vorher.,0,11,stage_direction,1,1,speech_part,,#diether,11.0,MALE,no_annotation,T,,1812.0,no_annotation,no_annotation
32,32,GerDracor/klingemann-faust.xml,Auch manches Wort des Fluches!,0,30,character_speech,1,1,,DIETHER,#diether,11.0,MALE,no_annotation,T,,1812.0,no_annotation,no_annotation
33,33,GerDracor/klingemann-faust.xml,schaudernd.,0,11,stage_direction,1,1,speech_part,,#kaethe,12.0,FEMALE,being moved,T,,1812.0,being moved,being moved
34,34,GerDracor/klingemann-faust.xml,"
              Weh', mein Vater!",0,32,character_speech,1,1,,KÄTHE,#kaethe,12.0,FEMALE,suffering,T,,1812.0,negative,emotions of suffering and empathy
35,35,GerDracor/klingemann-faust.xml,Erschreck mich nicht!,47,68,character_speech,1,1,,KÄTHE,#kaethe,12.0,FEMALE,fear,T,,1812.0,negative,emotions of anxiety
36,36,GerDracor/klingemann-faust.xml,– Dein Faust ist brav und gut!,69,99,character_speech,1,1,,KÄTHE,#kaethe,12.0,FEMALE,"admiration, reverence",T,,1812.0,positive,emotions of affection
37,37,GerDracor/klingemann-faust.xml,"
              Von Gott dem Herrn aus – ja!",0,43,character_speech,1,1,,DIETHER.,#diether,13.0,MALE,no_annotation,T,,1812.0,no_annotation,no_annotation
38,38,GerDracor/klingemann-faust.xml,"– Doch liegt in ihm
              Viel Stolz und Hochmuth und ein wilder Sinn; –
              Der zieht zum Bösen!",44,159,character_speech,1,1,,DIETHER.,#diether,13.0,MALE,abhorrence,T,,1812.0,negative,emotions of rejection
39,39,GerDracor/klingemann-faust.xml,Er schlägt ein Kreuz.,0,21,stage_direction,1,1,speech_part,,#diether,13.0,MALE,no_annotation,T,,1812.0,no_annotation,no_annotation
40,40,GerDracor/klingemann-faust.xml,"Weiche von uns, Unhold!",0,23,character_speech,1,1,,DIETHER.,#diether,13.0,MALE,abhorrence,T,,1812.0,negative,emotions of rejection
41,41,GerDracor/klingemann-faust.xml,erschweckend.,0,13,stage_direction,1,1,speech_part,,#kaethe,14.0,FEMALE,fear,T,,1812.0,negative,emotions of anxiety
42,42,GerDracor/klingemann-faust.xml,Herr Gott!,0,10,character_speech,1,1,,KÄTHE,#kaethe,14.0,FEMALE,being moved,T,,1812.0,being moved,being moved
43,43,GerDracor/klingemann-faust.xml,Was giebt's?,0,12,character_speech,1,1,,DIETHER.,#diether,15.0,MALE,no_annotation,T,,1812.0,no_annotation,no_annotation
44,44,GerDracor/klingemann-faust.xml,"
              Es war der Sturmwind draußen!",0,44,character_speech,1,1,,KÄTHE.,#kaethe,16.0,FEMALE,suffering,T,,1812.0,negative,emotions of suffering and empathy
45,45,GerDracor/klingemann-faust.xml,"Er fuhr hernieder an den Fensterscheiben,
              Sie klirrten!",59,128,character_speech,1,1,,KÄTHE.,#kaethe,16.0,FEMALE,fear,T,,1812.0,negative,emotions of anxiety
46,46,GerDracor/klingemann-faust.xml,–,129,130,character_speech,1,1,,KÄTHE.,#kaethe,16.0,FEMALE,no_annotation,T,,1812.0,no_annotation,no_annotation
47,47,GerDracor/klingemann-faust.xml,Wieder auf den Tisch blickend.,0,30,stage_direction,1,1,speech_part,,#kaethe,16.0,FEMALE,no_annotation,T,,1812.0,no_annotation,no_annotation
48,48,GerDracor/klingemann-faust.xml,"
              Drüben steht der Druckerkasten,
               Worin die neu erfundne Schrift!",0,93,character_speech,1,1,,KÄTHE.,#kaethe,16.0,FEMALE,no_annotation,T,,1812.0,no_annotation,no_annotation
49,49,GerDracor/klingemann-faust.xml,"– O nein,
              Das kann ja nimmer Böses seyn, mein Vater,
              Ist's doch das heil'ge Bibelbuch, woran
              Der Faust zuerst die neue Kunst verherrlicht,
              Und das er jetzt gedruckt dem Kaiser vorlegt!",94,334,character_speech,1,1,,KÄTHE.,#kaethe,16.0,FEMALE,no_annotation,T,,1812.0,no_annotation,no_annotation
50,50,GerDracor/klingemann-faust.xml,"–
              O ja, fürwahr, das wird uns Segen bringen,
              Und alle alte Sorgen schnell verscheuchen,
              Die hier in diesen finstern Mauern nisten!",335,507,character_speech,1,1,,KÄTHE.,#kaethe,16.0,FEMALE,joy,T,,1812.0,positive,emotions of pleasure
51,51,GerDracor/klingemann-faust.xml,"Faust selbst hat seine Hoffnung drauf gesetzt,
              Denn immer drückender wird das Bedürfniß,
              Und wie ich auch als treue Hausfrau walte,
              So will's doch nicht mehr langen, nicht mehr reichen!",522,749,character_speech,1,1,,KÄTHE.,#kaethe,16.0,FEMALE,suffering,T,,1812.0,negative,emotions of suffering and empathy
52,52,GerDracor/klingemann-faust.xml,unwillig.,0,9,stage_direction,1,1,speech_part,,#diether,17.0,MALE,anger,T,,1812.0,negative,emotions of rejection
53,53,GerDracor/klingemann-faust.xml,Das ist's!,0,10,character_speech,1,1,,DIETHER,#diether,17.0,MALE,no_annotation,T,,1812.0,no_annotation,no_annotation
54,54,GerDracor/klingemann-faust.xml,Ein Feind der Ordnung wohnt in ihm!,11,46,character_speech,1,1,,DIETHER,#diether,17.0,MALE,abhorrence,T,,1812.0,negative,emotions of rejection
55,55,GerDracor/klingemann-faust.xml,"
              Klag' ihn nicht immer an!",0,40,character_speech,1,1,,KÄTHE.,#kaethe,18.0,FEMALE,compassion,T,,1812.0,negative,emotions of suffering and empathy
56,56,GerDracor/klingemann-faust.xml,"– Die Wissenschaft
              Hat viel hinweggenommen; – was noch übrig,
              Ward für die neu erfundne Kunst geopfert;
              Sie wird's belohnen, so vermeint der Faust!",41,230,character_speech,1,1,,KÄTHE.,#kaethe,18.0,FEMALE,no_annotation,T,,1812.0,no_annotation,no_annotation
57,57,GerDracor/klingemann-faust.xml,finster.,0,8,stage_direction,1,1,speech_part,,#diether,19.0,MALE,anger,T,,1812.0,negative,emotions of rejection
58,58,GerDracor/klingemann-faust.xml,Wer weiß!,0,9,character_speech,1,1,,DIETHER,#diether,19.0,MALE,no_annotation,T,,1812.0,no_annotation,no_annotation
59,59,GerDracor/klingemann-faust.xml,hat das Feuergewehr ergriffen.,0,30,stage_direction,1,1,speech_part,,#kaethe,20.0,FEMALE,no_annotation,T,,1812.0,no_annotation,no_annotation
60,60,GerDracor/klingemann-faust.xml,Ein zweites Werk von seinem Scharfsina!,0,39,character_speech,1,1,,KÄTHE,#kaethe,20.0,FEMALE,no_annotation,T,,1812.0,no_annotation,no_annotation
61,61,GerDracor/klingemann-faust.xml,Was ist's?,0,10,character_speech,1,1,,DIETHER.,#diether,21.0,MALE,no_annotation,T,,1812.0,no_annotation,no_annotation
62,62,GerDracor/klingemann-faust.xml,"
              Das Feuerrohr für Berthold Schwarz!",0,50,character_speech,1,1,,KÄTHE.,#kaethe,22.0,FEMALE,no_annotation,T,,1812.0,no_annotation,no_annotation
63,63,GerDracor/klingemann-faust.xml,"Faust hat es für sein Pulver ihm erfunden;
              Man kann damit aus weiter Ferne treffen.",65,162,character_speech,1,1,,KÄTHE.,#kaethe,22.0,FEMALE,no_annotation,T,,1812.0,no_annotation,no_annotation
64,64,GerDracor/klingemann-faust.xml,Ein Höllenwerk!,0,15,character_speech,1,1,,DIETHER.,#diether,23.0,MALE,abhorrence,T,,1812.0,negative,emotions of rejection
65,65,GerDracor/klingemann-faust.xml,Er hat es ihr genommen.,0,23,stage_direction,1,1,speech_part,,#diether,23.0,MALE,suffering,T,,1812.0,negative,emotions of suffering and empathy
66,66,GerDracor/klingemann-faust.xml,"
              Es brennt in meiner Hand!",0,40,character_speech,1,1,,DIETHER.,#diether,23.0,MALE,being moved,T,,1812.0,being moved,being moved
67,67,GerDracor/klingemann-faust.xml,"Hinweg damit – schwer ist's, wie Vatermord!",55,98,character_speech,1,1,,DIETHER.,#diether,23.0,MALE,anger,T,,1812.0,negative,emotions of rejection
68,68,GerDracor/klingemann-faust.xml,Er wirft es auf den Boden.,0,26,stage_direction,1,1,speech_part,,#diether,23.0,MALE,no_annotation,T,,1812.0,no_annotation,no_annotation
69,69,GerDracor/klingemann-faust.xml,die es wieder an seinen Ort legt.,0,33,stage_direction,1,1,speech_part,,#kaethe,24.0,FEMALE,no_annotation,T,,1812.0,no_annotation,no_annotation
70,70,GerDracor/klingemann-faust.xml,"
              O wehe, Vater!",0,29,character_speech,1,1,,KÄTHE,#kaethe,24.0,FEMALE,suffering,T,,1812.0,negative,emotions of suffering and empathy
71,71,GerDracor/klingemann-faust.xml,"Wenn du es versehrt,
              Wird Faust der Neugier seines Weibes zürnen!",30,109,character_speech,1,1,,KÄTHE,#kaethe,24.0,FEMALE,anger,T,,1812.0,negative,emotions of rejection
72,72,GerDracor/klingemann-faust.xml,wild.,0,5,stage_direction,1,1,speech_part,,#diether,25.0,MALE,no_annotation,T,,1812.0,no_annotation,no_annotation
