,Unnamed: 0,file,text,start,end,type,act,scene,sd_subtype,speaker,speaker_id,speech_number,gender,pre1_tag_type,pre1_base_polarity,pre1_main_emotion_class
0,0,GerDracor/beer-struensee.xml,Zimmer in Struensee's Wohnung im Schlosse Christiansburg in Kopenhagen.,0,71,stage_direction,1,1,pre_speech,,,,,no_annotation,no_annotation,no_annotation
1,1,GerDracor/beer-struensee.xml,"An einem
            offenen Fenster steht Detlev.",72,122,stage_direction,1,1,pre_speech,,,,,no_annotation,no_annotation,no_annotation
2,2,GerDracor/beer-struensee.xml,von außen.,0,10,stage_direction,1,1,speech_part,,#stimmen_der_soldaten,1.0,MALE,no_annotation,no_annotation,no_annotation
3,3,GerDracor/beer-struensee.xml,Der König lebe!,0,15,character_speech,1,1,,STIMMEN DER SOLDATEN,#stimmen_der_soldaten,1.0,MALE,"admiration, reverence",positive,emotions of affection
4,4,GerDracor/beer-struensee.xml,König Christian hoch!,16,37,character_speech,1,1,,STIMMEN DER SOLDATEN,#stimmen_der_soldaten,1.0,MALE,"admiration, reverence",positive,emotions of affection
5,5,GerDracor/beer-struensee.xml,"zu den Andern, hereintretend.",0,29,stage_direction,1,1,speech_part,,#erster_diener_1-1,2.0,MALE,no_annotation,no_annotation,no_annotation
6,6,GerDracor/beer-struensee.xml,"Ich sage, hieher kommt!",0,23,character_speech,1,1,,ERSTER DIENER,#erster_diener_1-1,2.0,MALE,no_annotation,no_annotation,no_annotation
7,7,GerDracor/beer-struensee.xml,Ihr könnt's von hier aus am besten sehen.,24,65,character_speech,1,1,,ERSTER DIENER,#erster_diener_1-1,2.0,MALE,no_annotation,no_annotation,no_annotation
8,8,GerDracor/beer-struensee.xml,"Sieh da, Herr
              Detlev!",66,101,character_speech,1,1,,ERSTER DIENER,#erster_diener_1-1,2.0,MALE,no_annotation,no_annotation,no_annotation
9,9,GerDracor/beer-struensee.xml,"Ihr, der Liebling des Herrn, ihr wißt oft mehr von seinen Planen und
              Meinungen, als der König selbst.",102,217,character_speech,1,1,,ERSTER DIENER,#erster_diener_1-1,2.0,MALE,"admiration, reverence",positive,emotions of affection
