,Unnamed: 0,file,text,start,end,type,act,scene,sd_subtype,speaker,speaker_id,speech_number,gender,pre1_tag_type,genre,subgenre,date,pre1_base_polarity,pre1_main_emotion_class
0,0,GerDracor/raimund-die-gefesselte-phantasie.xml,Garten in Hermionens Palaste.,0,29,stage_direction,1,1,pre_speech,,,,,no_annotation,K,,1826.0,no_annotation,no_annotation
1,1,GerDracor/raimund-die-gefesselte-phantasie.xml,"In der Mitte ein erhabener Thron mit
            Veilchengirlanden auf Blumenstufen.",30,114,stage_direction,1,1,pre_speech,,,,,no_annotation,K,,1826.0,no_annotation,no_annotation
2,2,GerDracor/raimund-die-gefesselte-phantasie.xml,Affriduro.,0,10,stage_direction,1,1,pre_speech,,,,,no_annotation,K,,1826.0,no_annotation,no_annotation
3,3,GerDracor/raimund-die-gefesselte-phantasie.xml,Odi.,11,15,stage_direction,1,1,pre_speech,,,,,no_annotation,K,,1826.0,no_annotation,no_annotation
4,4,GerDracor/raimund-die-gefesselte-phantasie.xml,Opferdiener.,16,28,stage_direction,1,1,pre_speech,,,,,no_annotation,K,,1826.0,no_annotation,no_annotation
5,5,GerDracor/raimund-die-gefesselte-phantasie.xml,Inselbewohner.,29,43,stage_direction,1,1,pre_speech,,,,,no_annotation,K,,1826.0,no_annotation,no_annotation
6,6,GerDracor/raimund-die-gefesselte-phantasie.xml,Alles in Bestürzung.,0,20,stage_direction,1,1,pre_speech,,,,,being moved,K,,1826.0,being moved,being moved
7,7,GerDracor/raimund-die-gefesselte-phantasie.xml,"
              Götter, schleudert eure Blitze!",0,46,character_speech,1,1,,CHOR.,#chor_alles_mehrere_alle_1-1_bis_1-6,1.0,UNKNOWN,fear,K,,1826.0,negative,emotions of anxiety
8,8,GerDracor/raimund-die-gefesselte-phantasie.xml,Schickt der Eumeniden Schar!,61,89,character_speech,1,1,,CHOR.,#chor_alles_mehrere_alle_1-1_bis_1-6,1.0,UNKNOWN,no_annotation,K,,1826.0,no_annotation,no_annotation
9,9,GerDracor/raimund-die-gefesselte-phantasie.xml,"Vom erhabnen Wolkensitze
              Straft das freche Zauberpaar.",104,172,character_speech,1,1,,CHOR.,#chor_alles_mehrere_alle_1-1_bis_1-6,1.0,UNKNOWN,no_annotation,K,,1826.0,no_annotation,no_annotation
10,10,GerDracor/raimund-die-gefesselte-phantasie.xml,"Habt Hermionen ihr berichtet, daß wir um ihr Erscheinen bitten?",0,63,character_speech,1,1,,AFFRIDURO.,#affriduro,2.0,MALE,no_annotation,K,,1826.0,no_annotation,no_annotation
11,11,GerDracor/raimund-die-gefesselte-phantasie.xml,Es ist geschehen.,0,17,character_speech,1,1,,ODI.,#odi,3.0,MALE,no_annotation,K,,1826.0,no_annotation,no_annotation
12,12,GerDracor/raimund-die-gefesselte-phantasie.xml,Nicht länger dürfen wir die Frechheit dieser Zauberschwestern dulden.,0,69,character_speech,1,1,,AFFRIDURO.,#affriduro,4.0,MALE,abhorrence,K,,1826.0,negative,emotions of rejection
13,13,GerDracor/raimund-die-gefesselte-phantasie.xml,"Apollo selbst
              befiehlt es uns.",70,114,character_speech,1,1,,AFFRIDURO.,#affriduro,4.0,MALE,no_annotation,K,,1826.0,no_annotation,no_annotation
14,14,GerDracor/raimund-die-gefesselte-phantasie.xml,Hier kömmt der Hofpoet.,0,23,character_speech,1,1,,ODI.,#odi,5.0,MALE,no_annotation,K,,1826.0,no_annotation,no_annotation
15,15,GerDracor/raimund-die-gefesselte-phantasie.xml,Vorige.,0,7,stage_direction,1,2,pre_speech,,,,,no_annotation,K,,1826.0,no_annotation,no_annotation
16,16,GerDracor/raimund-die-gefesselte-phantasie.xml,Distichon mit einer Menge Gedichte in Rollen.,8,53,stage_direction,1,2,pre_speech,,,,,no_annotation,K,,1826.0,no_annotation,no_annotation
17,17,GerDracor/raimund-die-gefesselte-phantasie.xml,ruft.,0,5,stage_direction,1,2,speech_part,,#chor_alles_mehrere_alle_1-1_bis_1-6,6.0,UNKNOWN,no_annotation,K,,1826.0,no_annotation,no_annotation
18,18,GerDracor/raimund-die-gefesselte-phantasie.xml,"Willkommen, Distichon.",0,22,character_speech,1,2,,ALLES,#chor_alles_mehrere_alle_1-1_bis_1-6,6.0,UNKNOWN,no_annotation,K,,1826.0,no_annotation,no_annotation
19,19,GerDracor/raimund-die-gefesselte-phantasie.xml,feierlich.,0,10,stage_direction,1,2,speech_part,,#distichon,7.0,MALE,joy,K,,1826.0,positive,emotions of pleasure
20,20,GerDracor/raimund-die-gefesselte-phantasie.xml,Verderben diesen Zaubernymphen!,0,31,character_speech,1,2,,DISTICHON,#distichon,7.0,MALE,abhorrence,K,,1826.0,negative,emotions of rejection
21,21,GerDracor/raimund-die-gefesselte-phantasie.xml,"Die ganze Nacht hat meine Phantasie geraset und den
              geflügelten Gaul beinahe zuschanden geritten, bis Aurora vierzig Schmähgedichte
              beleuchtete, die mein schöpferischer Geist in dieser Nacht gebar.",32,257,character_speech,1,2,,DISTICHON,#distichon,7.0,MALE,abhorrence,K,,1826.0,negative,emotions of rejection
22,22,GerDracor/raimund-die-gefesselte-phantasie.xml,Hier sind noch mehr.,0,20,character_speech,1,2,,MEHRERE.,#chor_alles_mehrere_alle_1-1_bis_1-6,8.0,UNKNOWN,no_annotation,K,,1826.0,no_annotation,no_annotation
23,23,GerDracor/raimund-die-gefesselte-phantasie.xml,Zeigen sie vor.,0,15,stage_direction,1,2,inner_speech,,#chor_alles_mehrere_alle_1-1_bis_1-6,8.0,UNKNOWN,no_annotation,K,,1826.0,no_annotation,no_annotation
24,24,GerDracor/raimund-die-gefesselte-phantasie.xml,"Ich glaub es euch, an Dichtern fehlt's auf unserer Insel nicht.",0,63,character_speech,1,2,,DISTICHON.,#distichon,9.0,MALE,no_annotation,K,,1826.0,no_annotation,no_annotation
25,25,GerDracor/raimund-die-gefesselte-phantasie.xml,"Flora heißet sie,
              weil sie die Göttin hat mit Blümlein aller Art bedeckt.",64,151,character_speech,1,2,,DISTICHON.,#distichon,9.0,MALE,"admiration, reverence",K,,1826.0,positive,emotions of affection
26,26,GerDracor/raimund-die-gefesselte-phantasie.xml,"Wir kennen keinen Schnee,  als wenn uns Zephir weiße Blüten streut, darum begeistert uns der ewige
              Blumenduft und weihet uns zu Priestern des Apoll.",152,314,character_speech,1,2,,DISTICHON.,#distichon,9.0,MALE,joy,K,,1826.0,positive,emotions of pleasure
27,27,GerDracor/raimund-die-gefesselte-phantasie.xml,"So daß der Schuster selbst mit einer
              Hand nur seinen Stiefel schafft, und in der andern hält er hoch die goldne Leier.",315,447,character_speech,1,2,,DISTICHON.,#distichon,9.0,MALE,no_annotation,K,,1826.0,no_annotation,no_annotation
28,28,GerDracor/raimund-die-gefesselte-phantasie.xml,"
              Sein kühner Geist ist mit Apoll verwandt,
              Ist seine Lyra gleich mit Schustergarn bespannt.",0,119,character_speech,1,2,,DISTICHON.,#distichon,9.0,MALE,no_annotation,K,,1826.0,no_annotation,no_annotation
29,29,GerDracor/raimund-die-gefesselte-phantasie.xml,"Doch hohe Zeit ists nun, die Leier zu vertauschen mit dem Mut.",0,62,character_speech,1,2,,AFFRIDURO.,#affriduro,10.0,MALE,no_annotation,K,,1826.0,no_annotation,no_annotation
30,30,GerDracor/raimund-die-gefesselte-phantasie.xml,"Die Zauberschwestern
              müssen fallen.",63,112,character_speech,1,2,,AFFRIDURO.,#affriduro,10.0,MALE,abhorrence,K,,1826.0,negative,emotions of rejection
31,31,GerDracor/raimund-die-gefesselte-phantasie.xml,Ich werfe sie mit Knittelreimen tot.,0,36,character_speech,1,2,,DISTICHON.,#distichon,11.0,MALE,abhorrence,K,,1826.0,negative,emotions of rejection
32,32,GerDracor/raimund-die-gefesselte-phantasie.xml,"Ein Jahr ists nun, daß diese beiden Zauberschwestern auf unsere Insel kamen in einem
              Wolkenwagen, den zwei weiße Löwen zogen.",0,139,character_speech,1,2,,AFFRIDURO.,#affriduro,12.0,MALE,joy,K,,1826.0,positive,emotions of pleasure
33,33,GerDracor/raimund-die-gefesselte-phantasie.xml,"Wir glaubten schon, die Götter hätten sie
              gesendet, doch bald erfuhren wir, daß sie der Orkus ausgespien.",140,259,character_speech,1,2,,AFFRIDURO.,#affriduro,12.0,MALE,no_annotation,K,,1826.0,no_annotation,no_annotation
34,34,GerDracor/raimund-die-gefesselte-phantasie.xml,"Denn ihre Zaubermacht
              erbaute schnell ein Schloß, vor dem die beiden Löwen wachen und jeden töten, der sich
              naht.",260,401,character_speech,1,2,,AFFRIDURO.,#affriduro,12.0,MALE,no_annotation,K,,1826.0,no_annotation,no_annotation
35,35,GerDracor/raimund-die-gefesselte-phantasie.xml,"Sie zertreten unsere Fluren, und mit vergifteten Pfeilen schießen sie nach den
              Dienern des Tempels.",402,515,character_speech,1,2,,AFFRIDURO.,#affriduro,12.0,MALE,abhorrence,K,,1826.0,negative,emotions of rejection
36,36,GerDracor/raimund-die-gefesselte-phantasie.xml,"Wehe, wehe über sie!",0,20,character_speech,1,2,,ALLE.,#chor_alles_mehrere_alle_1-1_bis_1-6,13.0,UNKNOWN,abhorrence,K,,1826.0,negative,emotions of rejection
37,37,GerDracor/raimund-die-gefesselte-phantasie.xml,Vorige.,0,7,stage_direction,1,3,pre_speech,,,,,no_annotation,K,,1826.0,no_annotation,no_annotation
38,38,GerDracor/raimund-die-gefesselte-phantasie.xml,Der Narr.,8,17,stage_direction,1,3,pre_speech,,,,,abhorrence,K,,1826.0,negative,emotions of rejection
