,Unnamed: 0,file,text,start,end,type,act,scene,sd_subtype,speaker,speaker_id,speech_number,gender,pre1_tag_type,genre,subgenre,date,pre1_base_polarity,pre1_main_emotion_class
0,0,TextGrid/-Das_goldene_Vlies.xml,"
                                    Kolchis.",0,45,stage_direction,1,1,pre_speech,,,,,no_annotation,S,,1818.0,no_annotation,no_annotation
1,1,TextGrid/-Das_goldene_Vlies.xml,"Wilde Gegend mit Felsen und Bäumen, im Hintergrunde das Meer.",46,107,stage_direction,1,1,pre_speech,,,,,no_annotation,S,,1818.0,no_annotation,no_annotation
2,2,TextGrid/-Das_goldene_Vlies.xml,"
                                    Am Gestade desselben ein Altar, von unbehauenen Steinen zusammengefügt, auf dem die kolossale Bildsäule eines nackten, bärtigen Mannes steht, der in seiner Rechten eine Keule, um die Schultern ein Widderfell trägt.",0,251,stage_direction,1,1,pre_speech,,,,,no_annotation,S,,1818.0,no_annotation,no_annotation
3,3,TextGrid/-Das_goldene_Vlies.xml,Links an den Szenen des Mittelgrundes der Eingang eines Hauses mit Stufen und rohen Säulen.,252,343,stage_direction,1,1,pre_speech,,,,,no_annotation,S,,1818.0,no_annotation,no_annotation
4,4,TextGrid/-Das_goldene_Vlies.xml,"Tagesanbruch Medea, Gora, Peritta, Gefolge von Jungfrauen.",344,402,stage_direction,1,1,pre_speech,,,,,no_annotation,S,,1818.0,no_annotation,no_annotation
5,5,TextGrid/-Das_goldene_Vlies.xml,"
                                    Beim Aufziehen des Vorhanges steht Medea im Vorgrunde mit dem Bogen in der Hand in der Stellung einer, die eben den Pfeil abgeschossen.",0,172,stage_direction,1,1,pre_speech,,,,,no_annotation,S,,1818.0,no_annotation,no_annotation
6,6,TextGrid/-Das_goldene_Vlies.xml,An den Stufen des Altars liegt ein von einem Pfeile durchbohrtes Reh.,173,242,stage_direction,1,1,pre_speech,,,,,no_annotation,S,,1818.0,no_annotation,no_annotation
7,7,TextGrid/-Das_goldene_Vlies.xml,"
                                       die entfernt gestanden, zum Altare hineilend.",0,85,stage_direction,1,1,speech_part,,,1.0,UNKNOWN,no_annotation,S,,1818.0,no_annotation,no_annotation
8,8,TextGrid/-Das_goldene_Vlies.xml,Das Opfer blutet!,0,17,character_speech,1,1,,JUNGFRAUEN,JUNGFRAUEN,1.0,UNKNOWN,suffering,S,,1818.0,negative,emotions of suffering and empathy
9,9,TextGrid/-Das_goldene_Vlies.xml,"
                                       in ihrer vorigen Stellung.",0,66,stage_direction,1,1,speech_part,,,2.0,UNKNOWN,no_annotation,S,,1818.0,no_annotation,no_annotation
10,10,TextGrid/-Das_goldene_Vlies.xml,Trafs?,0,6,character_speech,1,1,,MEDEA,MEDEA,2.0,UNKNOWN,being moved,S,,1818.0,being moved,being moved
11,11,TextGrid/-Das_goldene_Vlies.xml,Gerad ins Herz!,0,15,character_speech,1,1,,EINE DER JUNGFRAUEN.,EINE DER JUNGFRAUEN.,3.0,UNKNOWN,no_annotation,S,,1818.0,no_annotation,no_annotation
12,12,TextGrid/-Das_goldene_Vlies.xml,"
                                       indem sie den Bogen abgibt.",0,67,stage_direction,1,1,speech_part,,,4.0,UNKNOWN,no_annotation,S,,1818.0,no_annotation,no_annotation
13,13,TextGrid/-Das_goldene_Vlies.xml,"
                                       Das deutet Gutes.",0,57,character_speech,1,1,,MEDEA,MEDEA,4.0,UNKNOWN,no_annotation,S,,1818.0,no_annotation,no_annotation
14,14,TextGrid/-Das_goldene_Vlies.xml,Laß uns eilen denn!,58,77,character_speech,1,1,,MEDEA,MEDEA,4.0,UNKNOWN,no_annotation,S,,1818.0,no_annotation,no_annotation
15,15,TextGrid/-Das_goldene_Vlies.xml,Geh eine hin und spreche das Gebet.,117,152,character_speech,1,1,,MEDEA,MEDEA,4.0,UNKNOWN,no_annotation,S,,1818.0,no_annotation,no_annotation
16,16,TextGrid/-Das_goldene_Vlies.xml,"
                                       zum Altare tretend.",0,59,stage_direction,1,1,speech_part,,,5.0,UNKNOWN,no_annotation,S,,1818.0,no_annotation,no_annotation
17,17,TextGrid/-Das_goldene_Vlies.xml,"
                                       Darimba, mächtige Göttin,
                                       Menschenerhalterin, Menschentöterin,
                                       Die den Wein du gibst und des Halmes Frucht,
                                       Gibst des Weidwerks herzerfreuende Spende
                                       Und des Todfeinds Blut:
                                       Darimba, reine, magdliche
                                       Tochter des Himmels,
                                       Höre mich!",0,544,character_speech,1,1,,GORA,GORA,5.0,UNKNOWN,"admiration, reverence",S,,1818.0,positive,emotions of affection
18,18,TextGrid/-Das_goldene_Vlies.xml,"
                                       Darimba, mächtige Göttin,
                                       Darimba!",0,113,character_speech,1,1,,CHOR.,CHOR.,6.0,UNKNOWN,no_annotation,S,,1818.0,no_annotation,no_annotation
19,19,TextGrid/-Das_goldene_Vlies.xml,Darimba!,114,122,character_speech,1,1,,CHOR.,CHOR.,6.0,UNKNOWN,no_annotation,S,,1818.0,no_annotation,no_annotation
20,20,TextGrid/-Das_goldene_Vlies.xml,"
                                       Sieh, ein Reh hab ich dir getötet,
                                       Den Pfeil schnellend vom starken Bogen,
                                       Dein ists!",0,203,character_speech,1,1,,GORA.,GORA.,7.0,UNKNOWN,joy,S,,1818.0,positive,emotions of pleasure
