,Unnamed: 0,Unnamed: 0.1,file,text,start,end,type,act,scene,sd_subtype,speaker,speaker_id,speech_number,gender,pre1_tag_type,genre,subgenre,date,pre1_base_polarity,pre1_main_emotion_class
291,291,291,GerDracor/werner-der-vierundzwanzigste-februar.xml,Die Vorigen.,0,12,stage_direction,1,3,pre_speech,,,,,no_annotation,T,,1809.0,no_annotation,no_annotation
292,292,292,GerDracor/werner-der-vierundzwanzigste-februar.xml,"Kurt in etwas abenteuerlicher, beschneiter Reisekleidung; er hat eine
          Weidtasche umgehangen, einen Hirschfänger an der Seite und eine Geldkatze, in der zwei
          Pistolen stecken, um den Leib geschnallt; in den Händen hat er eine ausgebrannte Laterne
          und einen langen Alpenstock.",13,317,stage_direction,1,3,pre_speech,,,,,no_annotation,T,,1809.0,no_annotation,no_annotation
293,293,293,GerDracor/werner-der-vierundzwanzigste-februar.xml,Gott grüß' euch!,0,16,character_speech,1,3,,Kurt.,#kurt,64.0,MALE,"admiration, reverence",T,,1809.0,positive,emotions of affection
294,294,294,GerDracor/werner-der-vierundzwanzigste-februar.xml,Nun heran!,0,10,character_speech,1,3,,Kunz.,#kunz,65.0,MALE,no_annotation,T,,1809.0,no_annotation,no_annotation
295,295,295,GerDracor/werner-der-vierundzwanzigste-februar.xml,"
            Wollt ihr mir wohl – Vor sich.",0,43,character_speech,1,3,,Kurt.,#kurt,66.0,MALE,no_annotation,T,,1809.0,no_annotation,no_annotation
296,296,296,GerDracor/werner-der-vierundzwanzigste-februar.xml,"Kaum kann ich vor Entzücken
            Mich halten, sie an mein gepreßtes Herz zu drücken!",44,135,character_speech,1,3,,Kurt.,#kurt,66.0,MALE,joy,T,,1809.0,positive,emotions of pleasure
297,297,297,GerDracor/werner-der-vierundzwanzigste-februar.xml,–,136,137,character_speech,1,3,,Kurt.,#kurt,66.0,MALE,no_annotation,T,,1809.0,no_annotation,no_annotation
298,298,298,GerDracor/werner-der-vierundzwanzigste-februar.xml,Was soll ich wollen?,0,20,character_speech,1,3,,Kunz.,#kunz,67.0,MALE,no_annotation,T,,1809.0,no_annotation,no_annotation
299,299,299,GerDracor/werner-der-vierundzwanzigste-februar.xml,"
            Wollt ihr für diese Nacht Quartier
            Mir gastfrei wohl vergönnen hier?",0,93,character_speech,1,3,,Kurt.,#kurt,68.0,MALE,no_annotation,T,,1809.0,no_annotation,no_annotation
300,300,300,GerDracor/werner-der-vierundzwanzigste-februar.xml,–,94,95,character_speech,1,3,,Kurt.,#kurt,68.0,MALE,no_annotation,T,,1809.0,no_annotation,no_annotation
301,301,301,GerDracor/werner-der-vierundzwanzigste-februar.xml,"
            Quartier?",0,22,character_speech,1,3,,Kunz.,#kunz,69.0,MALE,no_annotation,T,,1809.0,no_annotation,no_annotation
302,302,302,GerDracor/werner-der-vierundzwanzigste-februar.xml,– Recht gern!,23,36,character_speech,1,3,,Kunz.,#kunz,69.0,MALE,no_annotation,T,,1809.0,no_annotation,no_annotation
303,303,303,GerDracor/werner-der-vierundzwanzigste-februar.xml,– auch noch ein Bündel Stroh!,37,66,character_speech,1,3,,Kunz.,#kunz,69.0,MALE,no_annotation,T,,1809.0,no_annotation,no_annotation
304,304,304,GerDracor/werner-der-vierundzwanzigste-februar.xml,"Wenn Ihr euch damit wollt begnügen, so –
            So könnt Ihr bleiben!",79,153,character_speech,1,3,,Kunz.,#kunz,69.0,MALE,being moved,T,,1809.0,being moved,being moved
305,305,305,GerDracor/werner-der-vierundzwanzigste-februar.xml,"
            Ach, beim traulichen Kamin,
            Beim herzlichen Gespräch, vergißt der Reise Müh'n
            Der Wanderer!",0,128,character_speech,1,3,,Kurt.,#kurt,70.0,MALE,joy,T,,1809.0,positive,emotions of pleasure
306,306,306,GerDracor/werner-der-vierundzwanzigste-februar.xml,–,129,130,character_speech,1,3,,Kurt.,#kurt,70.0,MALE,no_annotation,T,,1809.0,no_annotation,no_annotation
307,307,307,GerDracor/werner-der-vierundzwanzigste-februar.xml,"
            Herzlich Gespräch?",0,31,character_speech,1,3,,Kunz.,#kunz,71.0,MALE,no_annotation,T,,1809.0,no_annotation,no_annotation
308,308,308,GerDracor/werner-der-vierundzwanzigste-februar.xml,– Recht gern!,32,45,character_speech,1,3,,Kunz.,#kunz,71.0,MALE,no_annotation,T,,1809.0,no_annotation,no_annotation
309,309,309,GerDracor/werner-der-vierundzwanzigste-februar.xml,"–
            Auch das Kamin steht frei dem Herrn!",46,96,character_speech,1,3,,Kunz.,#kunz,71.0,MALE,no_annotation,T,,1809.0,no_annotation,no_annotation
