,Unnamed: 0,Unnamed: 0.1,file,text,start,end,type,act,scene,sd_subtype,speaker,speaker_id,speech_number,gender,pre1_tag_type,pre1_base_polarity,pre1_main_emotion_class
1665,1665,1665,TextGrid/-Liberata.xml,"
                                    Alphonsus.",0,47,stage_direction,5,58,pre_speech,,,,,no_annotation,no_annotation,no_annotation
1666,1666,1666,TextGrid/-Liberata.xml,Ramiro.,48,55,stage_direction,5,58,pre_speech,,,,,no_annotation,no_annotation,no_annotation
1667,1667,1667,TextGrid/-Liberata.xml,Rodrigo.,56,64,stage_direction,5,58,pre_speech,,,,,no_annotation,no_annotation,no_annotation
1668,1668,1668,TextGrid/-Liberata.xml,Die Pagen und Trabanten.,65,89,stage_direction,5,58,pre_speech,,,,,no_annotation,no_annotation,no_annotation
1669,1669,1669,TextGrid/-Liberata.xml,"
                                       Ach wertheste Prinzeß!",0,62,character_speech,5,58,,ALPHONSUS.,ALPHONSUS.,1.0,UNKNOWN,"admiration, reverence",positive,emotions of affection
1670,1670,1670,TextGrid/-Liberata.xml,Mein Hertze wird gerührt!,63,88,character_speech,5,58,,ALPHONSUS.,ALPHONSUS.,1.0,UNKNOWN,being moved,being moved,being moved
1671,1671,1671,TextGrid/-Liberata.xml,"Weil Dich dein Christus hat mit dieser Cron gezirt /
                                       Die keine Tyranney von deinem Haupt kan trennen!",128,268,character_speech,5,58,,ALPHONSUS.,ALPHONSUS.,1.0,UNKNOWN,love,positive,emotions of affection
1672,1672,1672,TextGrid/-Liberata.xml,"Numehro muß Alphons den wahren GOTT erkennen /
                                       Den GOTT der Unß den Weg zum Himmel zeigen kan!",308,441,character_speech,5,58,,ALPHONSUS.,ALPHONSUS.,1.0,UNKNOWN,"admiration, reverence",positive,emotions of affection
1673,1673,1673,TextGrid/-Liberata.xml,"Mein JESU nihm mich auch zu deinem Diner an /
                                       Und glaube daß Alphons wird deinen Nahmen ehren
                                       Biß Jhm der dürre Todt die Geister wird versehren!",481,703,character_speech,5,58,,ALPHONSUS.,ALPHONSUS.,1.0,UNKNOWN,"admiration, reverence",positive,emotions of affection
1674,1674,1674,TextGrid/-Liberata.xml,"Jdoch nicht ich allein verehre disen GOTT /
                                       Es sol gantz Portugal durch Ernstliche Geboth /
                                       Die wir alß Landes-Fürst dem Reiche werden zeigen /
                                       Sich auch vor dessen Macht in tieffster Demuth neigen.",743,1058,character_speech,5,58,,ALPHONSUS.,ALPHONSUS.,1.0,UNKNOWN,"admiration, reverence",positive,emotions of affection
1675,1675,1675,TextGrid/-Liberata.xml,"Und weil Uns die Prinzeß zu solchem Glück gebracht /
                                       So ist mein ernster Schluß / daß Sie mit höchster Pracht
                                       Zu Ewiglichem Ruhm der theuren Märtrer-Krone
                                       Ein goldnes Ehrenbild empfah zu jhrem Lohne.",1142,1458,character_speech,5,58,,ALPHONSUS.,ALPHONSUS.,1.0,UNKNOWN,"admiration, reverence",positive,emotions of affection
1676,1676,1676,TextGrid/-Liberata.xml,"Laßt demnach im Pallast ein Creutze richten auff
                                       Auß Peruan'schem Gold und stellt Jhr Bildnüs drauff!",1498,1638,character_speech,5,58,,ALPHONSUS.,ALPHONSUS.,1.0,UNKNOWN,no_annotation,no_annotation,no_annotation
1677,1677,1677,TextGrid/-Liberata.xml,Den Leichnam aber laßt auffs prächtigste begraben.,1678,1728,character_speech,5,58,,ALPHONSUS.,ALPHONSUS.,1.0,UNKNOWN,no_annotation,no_annotation,no_annotation
1678,1678,1678,TextGrid/-Liberata.xml,"»Die goldne Keuschheit muß ein  
                                          goldnes Grabmahl haben!«",1768,1867,character_speech,5,58,,ALPHONSUS.,ALPHONSUS.,1.0,UNKNOWN,no_annotation,no_annotation,no_annotation
1679,1679,1679,TextGrid/-Liberata.xml,"
                                       Die singende Triumffirende Kirche kommet auß einem helleuchtenden Himmel auff den Schau-Platz.",0,134,stage_direction,5,58,speech_part,,,1.0,UNKNOWN,no_annotation,no_annotation,no_annotation
1680,1680,1680,TextGrid/-Liberata.xml,1.,0,2,character_speech,5,58,,ALPHONSUS.,ALPHONSUS.,1.0,UNKNOWN,no_annotation,no_annotation,no_annotation
1681,1681,1681,TextGrid/-Liberata.xml,"
                                       
                                          Jo Triumff!",0,94,character_speech,5,58,,ALPHONSUS.,ALPHONSUS.,1.0,UNKNOWN,joy,positive,emotions of pleasure
1682,1682,1682,TextGrid/-Liberata.xml,Stimmt Siges-Lider an!,95,117,character_speech,5,58,,ALPHONSUS.,ALPHONSUS.,1.0,UNKNOWN,no_annotation,no_annotation,no_annotation
1683,1683,1683,TextGrid/-Liberata.xml,"Denn Jesus hat ein grosses Werck  
                                          gethan
                                       
                                       
                                          An der Prinzeß der schonen  
                                          Liberaten /
                                       
                                          Die allen Libes-Reitz
                                       
                                       
                                          Ja Selbst das grimme Creutz
                                       
                                       
                                          Großmüthig hat besigt durch Jhre  
                                          Helden-Thaten!",240,996,character_speech,5,58,,ALPHONSUS.,ALPHONSUS.,1.0,UNKNOWN,"admiration, reverence",positive,emotions of affection
1684,1684,1684,TextGrid/-Liberata.xml,2.,0,2,character_speech,5,58,,ALPHONSUS.,ALPHONSUS.,1.0,UNKNOWN,no_annotation,no_annotation,no_annotation
