,Unnamed: 0,Unnamed: 0.1,file,text,start,end,type,act,scene,sd_subtype,speaker,speaker_id,speech_number,gender,pre1_tag_type,genre,subgenre,date,pre1_base_polarity,pre1_main_emotion_class
2198,2198,2198,GerDracor/goethe-egmont.xml,Egmont liegt schlafend auf dem Ruhebette.,0,41,stage_direction,5,4,pre_speech,,,,,no_annotation,T,,1789.0,no_annotation,no_annotation
2199,2199,2199,GerDracor/goethe-egmont.xml,"Es entsteht ein Gerassel mit Schlüsseln,
            und die Tür tut sich auf.",42,120,stage_direction,5,4,pre_speech,,,,,no_annotation,T,,1789.0,no_annotation,no_annotation
2200,2200,2200,GerDracor/goethe-egmont.xml,"Diener mit Fackeln treten herein; ihnen folgt Ferdinand, Albas
            Sohn, und Silva, begleitet von Gewaffneten.",121,239,stage_direction,5,4,pre_speech,,,,,no_annotation,T,,1789.0,no_annotation,no_annotation
2201,2201,2201,GerDracor/goethe-egmont.xml,Egmont fährt aus dem Schlaf auf.,240,272,stage_direction,5,4,pre_speech,,,,,being moved,T,,1789.0,being moved,being moved
2202,2202,2202,GerDracor/goethe-egmont.xml,"Wer seid ihr, die ihr mir unfreundlich den Schlaf von den Augen schüttelt?",0,74,character_speech,5,4,,EGMONT.,#egmont,763.0,MALE,anger,T,,1789.0,negative,emotions of rejection
2203,2203,2203,GerDracor/goethe-egmont.xml,"Was künden
              eure trotzigen, unsichern Blicke mir an?",75,140,character_speech,5,4,,EGMONT.,#egmont,763.0,MALE,being moved,T,,1789.0,being moved,being moved
2204,2204,2204,GerDracor/goethe-egmont.xml,Warum diesen fürchterlichen Aufzug?,141,176,character_speech,5,4,,EGMONT.,#egmont,763.0,MALE,being moved,T,,1789.0,being moved,being moved
2205,2205,2205,GerDracor/goethe-egmont.xml,"Welchen
              Schreckenstraum kommt ihr der halberwachten Seele vorzulügen?",177,260,character_speech,5,4,,EGMONT.,#egmont,763.0,MALE,no_annotation,T,,1789.0,no_annotation,no_annotation
2206,2206,2206,GerDracor/goethe-egmont.xml,"Uns schickt der Herzog, dir dein Urteil anzukündigen.",0,53,character_speech,5,4,,SILVA.,#silva,764.0,MALE,no_annotation,T,,1789.0,no_annotation,no_annotation
2207,2207,2207,GerDracor/goethe-egmont.xml,"Bringst du den Henker auch mit, es zu vollziehen?",0,49,character_speech,5,4,,EGMONT.,#egmont,765.0,MALE,no_annotation,T,,1789.0,no_annotation,no_annotation
2208,2208,2208,GerDracor/goethe-egmont.xml,"Vernimm es, so wirst du wissen, was deiner wartet.",0,50,character_speech,5,4,,SILVA.,#silva,766.0,MALE,no_annotation,T,,1789.0,no_annotation,no_annotation
2209,2209,2209,GerDracor/goethe-egmont.xml,So ziemt es euch und euerm schändlichen Beginnen!,0,49,character_speech,5,4,,EGMONT.,#egmont,767.0,MALE,abhorrence,T,,1789.0,negative,emotions of rejection
2210,2210,2210,GerDracor/goethe-egmont.xml,"In Nacht gebrütet und in Nacht
              vollführt.",50,105,character_speech,5,4,,EGMONT.,#egmont,767.0,MALE,no_annotation,T,,1789.0,no_annotation,no_annotation
2211,2211,2211,GerDracor/goethe-egmont.xml,So mag diese freche Tat der Ungerechtigkeit sich verbergen!,106,165,character_speech,5,4,,EGMONT.,#egmont,767.0,MALE,abhorrence,T,,1789.0,negative,emotions of rejection
2212,2212,2212,GerDracor/goethe-egmont.xml,"Tritt kühn
              hervor, der du das Schwert verhüllt unter dem Mantel trägst; hier ist mein Haupt, das
              freieste, das je die Tyrannei vom Rumpf gerissen.",166,340,character_speech,5,4,,EGMONT.,#egmont,767.0,MALE,love,T,,1789.0,positive,emotions of affection
2213,2213,2213,GerDracor/goethe-egmont.xml,Du irrst!,0,9,character_speech,5,4,,SILVA.,#silva,768.0,MALE,no_annotation,T,,1789.0,no_annotation,no_annotation
2214,2214,2214,GerDracor/goethe-egmont.xml,"Was gerechte Richter beschließen, werden sie vorm Angesicht des Tages nicht
              verbergen.",10,110,character_speech,5,4,,SILVA.,#silva,768.0,MALE,no_annotation,T,,1789.0,no_annotation,no_annotation
