0,1
accuracy,0.4453968798217041
balanced_accuracy,0.4641396431177065
f1_macro,0.44519233214681747
f1_micro,0.4453968798217041
f1_score_class_0,0.4558452481076535
f1_score_class_1,0.43453941618598146
f1_weighted,0.4475647199117971
mcc,-0.0711381627782518
precision_class_0,0.569567044976881
precision_class_1,0.35987261146496813
precision_macro,0.4647198282209246
precision_micro,0.4453968798217041
precision_weighted,0.488069139821471
recall_class_0,0.37997756590016823
recall_class_1,0.5483017203352448
recall_macro,0.4641396431177065
recall_micro,0.4453968798217041
recall_weighted,0.4453968798217041
sample_class_0,3566.0
sample_class_1,2267.0
