,Unnamed: 0,file,text,start,end,type,act,scene,sd_subtype,speaker,speaker_id,speech_number,gender,pre1_tag_type,genre,subgenre,date,pre1_base_polarity,pre1_main_emotion_class
0,0,GerDracor/benkowitz-die-jubelfeier-der-hoelle.xml,Pantomimische Personen.,0,23,stage_direction,1,0,pre_scene,,,,,no_annotation,S,,1801.0,no_annotation,no_annotation
1,1,GerDracor/benkowitz-die-jubelfeier-der-hoelle.xml,Zimmer in Fausts Hause.,0,23,stage_direction,2,0,pre_scene,,,,,no_annotation,S,,1801.0,no_annotation,no_annotation
2,2,GerDracor/benkowitz-die-jubelfeier-der-hoelle.xml,Faust sitzt selbstzufrieden und behaglich in einem Armsessel.,24,85,stage_direction,2,0,pre_scene,,,,,joy,S,,1801.0,positive,emotions of pleasure
3,3,GerDracor/benkowitz-die-jubelfeier-der-hoelle.xml,Wagner geht im Zimmer umher.,96,124,stage_direction,2,0,pre_scene,,,,,no_annotation,S,,1801.0,no_annotation,no_annotation
4,4,GerDracor/benkowitz-die-jubelfeier-der-hoelle.xml,"Ja, Wagner, itzt bin ich ganz glücklich!",0,40,character_speech,2,1,,FAUST.,#faust,1.0,MALE,joy,S,,1801.0,positive,emotions of pleasure
5,5,GerDracor/benkowitz-die-jubelfeier-der-hoelle.xml,"Alles vereinigt sich, mich froh zu machen.",41,83,character_speech,2,1,,FAUST.,#faust,1.0,MALE,joy,S,,1801.0,positive,emotions of pleasure
6,6,GerDracor/benkowitz-die-jubelfeier-der-hoelle.xml,"Ich bin gesund, habe ein liebenswürdiges Weib, wohlgerathne Kinder, und ein
              reichliches Auskommen.",98,210,character_speech,2,1,,FAUST.,#faust,1.0,MALE,joy,S,,1801.0,positive,emotions of pleasure
7,7,GerDracor/benkowitz-die-jubelfeier-der-hoelle.xml,"Seit Jahren hatte ich keinen Kummer, als meinen Rechtshandel
              mit dem gehaßten Rochus.",211,310,character_speech,2,1,,FAUST.,#faust,1.0,MALE,suffering,S,,1801.0,negative,emotions of suffering and empathy
8,8,GerDracor/benkowitz-die-jubelfeier-der-hoelle.xml,"Nun ist auch dieser geendigt, mein Einkommen zehnfach erhöht,
              meine Rache befriedigt.",311,410,character_speech,2,1,,FAUST.,#faust,1.0,MALE,Schadenfreude,S,,1801.0,positive,emotions of pleasure
9,9,GerDracor/benkowitz-die-jubelfeier-der-hoelle.xml,Nichts bleibt mir zu wünschen übrig.,411,447,character_speech,2,1,,FAUST.,#faust,1.0,MALE,no_annotation,S,,1801.0,no_annotation,no_annotation
10,10,GerDracor/benkowitz-die-jubelfeier-der-hoelle.xml,"Ich freue mich mit Dir darüber; aber ich höre es nicht gern, wenn jemand mit seinem
              Glücke so zuversichtlich prahlt.",0,130,character_speech,2,1,,WAGNER.,#wagner,2.0,MALE,joy,S,,1801.0,positive,emotions of pleasure
11,11,GerDracor/benkowitz-die-jubelfeier-der-hoelle.xml,Warum nicht?,0,12,character_speech,2,1,,FAUST.,#faust,3.0,MALE,no_annotation,S,,1801.0,no_annotation,no_annotation
12,12,GerDracor/benkowitz-die-jubelfeier-der-hoelle.xml,"Sei nur in meiner Lage, guter Wagner, und Du wirst triumphiren, wie ich.",13,85,character_speech,2,1,,FAUST.,#faust,3.0,MALE,"admiration, reverence",S,,1801.0,positive,emotions of affection
13,13,GerDracor/benkowitz-die-jubelfeier-der-hoelle.xml,"Du weißt, von Jugend auf bin ich glücklich gewesen, und itzt steigt mein Glück höher,
              wie je.",100,207,character_speech,2,1,,FAUST.,#faust,3.0,MALE,joy,S,,1801.0,positive,emotions of pleasure
