,Unnamed: 0,file,text,start,end,type,act,scene,sd_subtype,speaker,speaker_id,speech_number,gender,pre1_tag_type,pre1_base_polarity,pre1_main_emotion_class
0,0,GerDracor/tieck-leben-und-tod-der-heiligen-genoveva.xml,tritt mit Schwert und Palmenzweige herein.,0,42,stage_direction,1,1,speech_part,,#bonifatius,1.0,MALE,no_annotation,no_annotation,no_annotation
1,1,GerDracor/tieck-leben-und-tod-der-heiligen-genoveva.xml,"
            Ich bin der wackre Bonifatius,
            Der einst von Englands Ufern in die Wälder
            Der Deutschen, Christus' heilgen Glauben brachte.",0,160,character_speech,1,1,,BONIFATIUS.,#bonifatius,2.0,MALE,no_annotation,no_annotation,no_annotation
2,2,GerDracor/tieck-leben-und-tod-der-heiligen-genoveva.xml,"Schon war Italia von dem Glanz erleuchtet,
            Hispania kniete vor dem Kreuze nieder,
            In Frankreich wie in Deutschland war die Kirche
            Auf ihren festen Säulen schon gegründet:
            Nur blieb das Volk der Sachsen roh und wild.",173,436,character_speech,1,1,,BONIFATIUS.,#bonifatius,2.0,MALE,no_annotation,no_annotation,no_annotation
3,3,GerDracor/tieck-leben-und-tod-der-heiligen-genoveva.xml,"Ich kam mit Friedensbotschaft, unermüdet
            Und redlich war mein Streben für den Herrn.",449,545,character_speech,1,1,,BONIFATIUS.,#bonifatius,2.0,MALE,no_annotation,no_annotation,no_annotation
4,4,GerDracor/tieck-leben-und-tod-der-heiligen-genoveva.xml,"Ich war es, der die roh zerstreuten Kräfte
            Zuerst dem Heilgen Vater Roms verband:
            Drauf ging ich in die Wildnis zu den Friesen
            Und starb alldort den Tod der Märtyrer.",558,760,character_speech,1,1,,BONIFATIUS.,#bonifatius,2.0,MALE,no_annotation,no_annotation,no_annotation
5,5,GerDracor/tieck-leben-und-tod-der-heiligen-genoveva.xml,"Mein Name ward an Gar öl Magnus' Hofe
            Mit lautem Preis genannt, der Strom der Zeit
            Trug mich auf seinen mannigfaltgen Wogen
            Und immer hieß ich noch Deutschlands Apostel.",773,978,character_speech,1,1,,BONIFATIUS.,#bonifatius,2.0,MALE,"admiration, reverence",positive,emotions of affection
6,6,GerDracor/tieck-leben-und-tod-der-heiligen-genoveva.xml,"Das Alter sprach von mir, und meiner dachte
            Die Jugend mit des Herzens Innigkeit;
            Man zählte mich den großen Helden zu,
            Die schon in frühern Zeiten für die Wahrheit,
            Für Christus ihren Tod den Sündern gaben.",991,1246,character_speech,1,1,,BONIFATIUS.,#bonifatius,2.0,MALE,"admiration, reverence",positive,emotions of affection
7,7,GerDracor/tieck-leben-und-tod-der-heiligen-genoveva.xml,"–
            Nun kehr ich wieder
            Und oftmals geht in dieser späten Zeit
            Mein Geist umher und schaut nach Christen um,
            Und wenn ich die Gesinnung und die Herzen
            Der Menschen prüfe, die an selber Stätte wohnen,
            Wo sonst die Tempel standen mit den Bildern,
            Wo sonst in Andacht stille Seelen knieten,
            Wo sonst der Englein süßer Othem
            
            In Bitt und Klage der Bedrängten floß
            Und Feuerfunken in die Herzen goß: –
            Und wenn mein schweres Auge nunmehr schaut,
            Wie keiner sich und Gotte mehr vertraut
            Und auf dem Sande seine Wohnung baut,
            Wie wenige nur meinen Namen kennen,
            Die wenigen ihn nur mit Mitleid nennen,
            Die schlimmeren mit Höhnen und mit Spott
            Und lachen drob, daß ich geglaubt an Gott,
            Geglaubt, daß er mich in die Wüste sandte
            Und mich zu seinem Prediger ernannte:
            Ja, wenn ich sehe, daß der frevle Mut
            Verachtet der Apostel heilges Blut
            Und selbst der Heiland ihnen dünkt nicht gut:
            So wend ich härmend und voll Zorn den Blick
            Und geh in die Verborgenheit zurück.",1247,2503,character_speech,1,1,,BONIFATIUS.,#bonifatius,2.0,MALE,suffering,negative,emotions of suffering and empathy
8,8,GerDracor/tieck-leben-und-tod-der-heiligen-genoveva.xml,Gesang des Priesters aus der Ferne.,0,35,stage_direction,1,1,speech_part,,#bonifatius,2.0,MALE,no_annotation,no_annotation,no_annotation
9,9,GerDracor/tieck-leben-und-tod-der-heiligen-genoveva.xml,"
            Jetzt wird ein Spiel euch vor die Augen treten,
            O laßt den harten Sinn sich gern erweichen,
            Daß ihr die Kunde aus der alten Zeit,
            Als noch die Tugend galt, die Religion,
            Der Eifer für das Höchste, gerne duldet.",0,271,character_speech,1,1,,BONIFATIUS.,#bonifatius,2.0,MALE,no_annotation,no_annotation,no_annotation
10,10,GerDracor/tieck-leben-und-tod-der-heiligen-genoveva.xml,"Alsbald wird ein Gedicht vor euch erscheinen:
            Leben und Tod der heilgen Genoveva,
            Die noch vor Zeiten Carol Magnus' lebte.",284,430,character_speech,1,1,,BONIFATIUS.,#bonifatius,2.0,MALE,no_annotation,no_annotation,no_annotation
11,11,GerDracor/tieck-leben-und-tod-der-heiligen-genoveva.xml,"Als Majordomus herrschte Karl Martellus,
            So zubenamt von seiner Tapferkeit,
            Er war ein Hammer für der Christen Feinde.",443,585,character_speech,1,1,,BONIFATIUS.,#bonifatius,2.0,MALE,"admiration, reverence",positive,emotions of affection
12,12,GerDracor/tieck-leben-und-tod-der-heiligen-genoveva.xml,"Jetzt sind in Spanien Mohren eingebrochen,
            Die Mahoms Zeichen auf die Tempel pflanzen,
            Sie stürzen ungezähmt ins fränksche Reich;
            Da schickt er Herold' aus durch seine Staaten,
            Da schickt er Schreiben in des Reichs Provinzen
            Und bietet auf die Grafen, Ritter, Herrn,
            Daß alle sich dem Reichspaniere fügen
            Und ihm den Abdorrhaman schlagen helfen.",598,1027,character_speech,1,1,,BONIFATIUS.,#bonifatius,2.0,MALE,no_annotation,no_annotation,no_annotation
13,13,GerDracor/tieck-leben-und-tod-der-heiligen-genoveva.xml,"Das Aufgebot ist auch nach Trier kommen,
            Wo Siegfried lebt als wackrer Graf und Ritter.",1040,1139,character_speech,1,1,,BONIFATIUS.,#bonifatius,2.0,MALE,no_annotation,no_annotation,no_annotation
14,14,GerDracor/tieck-leben-und-tod-der-heiligen-genoveva.xml,"tritt mit seinem Gefolge auf, sie gehen durch die Kapelle, einige von dem Gefolge
            bleiben zurück.",0,109,stage_direction,1,1,speech_part,,#siegfried,3.0,MALE,no_annotation,no_annotation,no_annotation
15,15,GerDracor/tieck-leben-und-tod-der-heiligen-genoveva.xml,"
            Da geht der edle Mann zum Streit gewappnet,
            Doch will er vorher beichten, Sakramente
            Empfahen aus des Priesters heilger Hand.",0,162,character_speech,1,1,,SIEGFRIED,#siegfried,3.0,MALE,no_annotation,no_annotation,no_annotation
16,16,GerDracor/tieck-leben-und-tod-der-heiligen-genoveva.xml,"So seid nun aufmerksam und laßt euch gern
            In alte deutsche Zeit zurücke führen.",175,266,character_speech,1,1,,SIEGFRIED,#siegfried,3.0,MALE,no_annotation,no_annotation,no_annotation
17,17,GerDracor/tieck-leben-und-tod-der-heiligen-genoveva.xml,–,267,268,character_speech,1,1,,SIEGFRIED,#siegfried,3.0,MALE,no_annotation,no_annotation,no_annotation
18,18,GerDracor/tieck-leben-und-tod-der-heiligen-genoveva.xml,Geht ab.,0,8,stage_direction,1,1,speech_part,,#siegfried,3.0,MALE,no_annotation,no_annotation,no_annotation
19,19,GerDracor/tieck-leben-und-tod-der-heiligen-genoveva.xml,"Grimoald, Benno, Wendelin.",0,26,stage_direction,1,1,speech_part,,#siegfried,3.0,MALE,no_annotation,no_annotation,no_annotation
20,20,GerDracor/tieck-leben-und-tod-der-heiligen-genoveva.xml,"Es ist noch früh am Tage, alles ist ruhig draußen und im Schlosse brennen noch die
            Lichter.",0,103,character_speech,1,1,,GRIMOALD.,#grimoald,4.0,MALE,no_annotation,no_annotation,no_annotation
21,21,GerDracor/tieck-leben-und-tod-der-heiligen-genoveva.xml,"Man kann kaum um sich schaun, und die Ampel wirft nur einen matten Schimmer durch die
            Kirche.",0,105,character_speech,1,1,,BENNO.,#benno,5.0,MALE,no_annotation,no_annotation,no_annotation
22,22,GerDracor/tieck-leben-und-tod-der-heiligen-genoveva.xml,"Ich bin von draußen aus meiner Köhlerhütte herein kommen, um meinen Sohn noch einmal zu
            schauen und ihm auf seinem Feldzuge Lebewohl zu sagen.",0,154,character_speech,1,1,,GRIMOALD.,#grimoald,6.0,MALE,no_annotation,no_annotation,no_annotation
23,23,GerDracor/tieck-leben-und-tod-der-heiligen-genoveva.xml,"Wer weiß, ob ich ihn wiedersehn
            mag; jetzt empfängt er das heilige Abendmahl und Absolution.",155,259,character_speech,1,1,,GRIMOALD.,#grimoald,6.0,MALE,no_annotation,no_annotation,no_annotation
24,24,GerDracor/tieck-leben-und-tod-der-heiligen-genoveva.xml,"
            Sprecht leiser, Lieben, in dem Kreuzgewölbe,
            Und betet für euch still: Ave Maria,
            Und kreuzigt eure Brust, daß ihr nicht so
            Die heilge Kirchenruhe stört und plaudert.",0,215,character_speech,1,1,,WENDELIN.,#wendelin,7.0,MALE,love,positive,emotions of affection
25,25,GerDracor/tieck-leben-und-tod-der-heiligen-genoveva.xml,"
            Bist du denn älter, daß du so darfst sprechen?",0,59,character_speech,1,1,,GRIMOALD.,#grimoald,8.0,MALE,anger,negative,emotions of rejection
26,26,GerDracor/tieck-leben-und-tod-der-heiligen-genoveva.xml,"Schweig stille, junges Blut, laß andre reden,
            Die mehr erfahren in der Welt und klüger.",72,171,character_speech,1,1,,GRIMOALD.,#grimoald,8.0,MALE,anger,negative,emotions of rejection
27,27,GerDracor/tieck-leben-und-tod-der-heiligen-genoveva.xml,"
            O laß ihn, denn er ist ein halber Pfaff
            Und wäre besser, bei der Meß zu dienen
            Dem Priester, als ein Rittersknecht zu sein.",0,160,character_speech,1,1,,BENNO.,#benno,9.0,MALE,abhorrence,negative,emotions of rejection
28,28,GerDracor/tieck-leben-und-tod-der-heiligen-genoveva.xml,"
            Die Sonne kommt herauf, die bunten Fenster
            Erhellen sich – es ist die vierte Stunde.",0,109,character_speech,1,1,,GRIMOALD.,#grimoald,10.0,MALE,no_annotation,no_annotation,no_annotation
