,Unnamed: 0,file,text,start,end,type,act,scene,sd_subtype,speaker,speaker_id,speech_number,gender,pre1_tag_type,genre,subgenre,date,pre1_base_polarity,pre1_main_emotion_class
0,0,GerDracor/kleist-das-kaethchen-von-heilbronn.xml,"Szene: Eine unterirdische Höhle, mit den Insignien des Femgerichts, von einer Lampe
          erleuchtet.",0,105,stage_direction,1,0,pre_scene,,,,,no_annotation,S,,1810.0,no_annotation,no_annotation
1,1,GerDracor/kleist-das-kaethchen-von-heilbronn.xml,"Graf Otto von der Flühe als Vorsitzer, Wenzel von Nachtheim, Hans von Bärenklau als
            Beisassen, mehrere Grafen, Ritter und Herren, sämtlich vermummt, Häscher mit Fackeln
            usw.",0,197,stage_direction,1,1,pre_speech,,,,,no_annotation,S,,1810.0,no_annotation,no_annotation
2,2,GerDracor/kleist-das-kaethchen-von-heilbronn.xml,–,198,199,stage_direction,1,1,pre_speech,,,,,no_annotation,S,,1810.0,no_annotation,no_annotation
3,3,GerDracor/kleist-das-kaethchen-von-heilbronn.xml,"Theobald Friedeborn, Bürger aus Heilbronn, als Kläger, Graf Wetter vom Strahle als
            Beklagter, stehen vor den Schranken.",0,131,stage_direction,1,1,pre_speech,,,,,no_annotation,S,,1810.0,no_annotation,no_annotation
4,4,GerDracor/kleist-das-kaethchen-von-heilbronn.xml,steht auf.,0,10,stage_direction,1,1,speech_part,,#graf_otto,1.0,MALE,no_annotation,S,,1810.0,no_annotation,no_annotation
5,5,GerDracor/kleist-das-kaethchen-von-heilbronn.xml,"Wir, Richter des hohen, heimlichen Gerichts, die wir, die irdischen Schergen Gottes,
              Vorläufer der geflügelten Heere, die er in seinen Wolken mustert, den Frevel
              aufsuchen, da, wo er, in der Höhle der Brust, gleich einem Molche verkrochen, vom Arm
              weltlicher Gerechtigkeit nicht aufgefunden werden kann: wir rufen dich, Theobald
              Friedeborn, ehrsamer und vielbekannter Waffenschmidt aus Heilbronn auf, deine Klage
              anzubringen gegen Friedrich, Graf Wetter vom Strahle; denn dort, auf den ersten Ruf
              der heiligen Feme, von des Femherolds Hand dreimal, mit dem Griff des
              Gerichtsschwerts, an die Tore seiner Burg, deinem Gesuch gemäß, ist er erschienen, und
              fragt, was du willst?",0,787,character_speech,1,1,,GRAF OTTO,#graf_otto,1.0,MALE,no_annotation,S,,1810.0,no_annotation,no_annotation
6,6,GerDracor/kleist-das-kaethchen-von-heilbronn.xml,Er setzt sich.,0,14,stage_direction,1,1,inner_speech,,#graf_otto,1.0,MALE,no_annotation,S,,1810.0,no_annotation,no_annotation
7,7,GerDracor/kleist-das-kaethchen-von-heilbronn.xml,"Ihr hohen, heiligen und geheimnisvollen Herren!",0,47,character_speech,1,1,,THEOBALD FRIEDEBORN.,#theobald,2.0,MALE,no_annotation,S,,1810.0,no_annotation,no_annotation
8,8,GerDracor/kleist-das-kaethchen-von-heilbronn.xml,"Hätte er, auf den ich klage, sich bei
              mir ausrüsten lassen – setzet in Silber, von Kopf bis zu Fuß, oder  in
              schwarzen Stahl, Schienen, Schnallen und Ringe von Gold; und hätte nachher, wenn ich
              gesprochen: Herr, bezahlt mich!",48,315,character_speech,1,1,,THEOBALD FRIEDEBORN.,#theobald,2.0,MALE,compassion,S,,1810.0,negative,emotions of suffering and empathy
9,9,GerDracor/kleist-das-kaethchen-von-heilbronn.xml,geantwortet: Theobald!,316,338,character_speech,1,1,,THEOBALD FRIEDEBORN.,#theobald,2.0,MALE,no_annotation,S,,1810.0,no_annotation,no_annotation
